Case ID,Activity_Declaration APPROVED by ADMINISTRATION,Activity_Declaration APPROVED by BUDGET OWNER,Activity_Declaration REJECTED by BUDGET OWNER,Activity_Declaration REJECTED by EMPLOYEE,Activity_Declaration REJECTED by SUPERVISOR,Activity_Declaration SUBMITTED by EMPLOYEE,Resource_STAFF MEMBER,id_other,Role_ADMINISTRATION,Role_BUDGET OWNER,Role_EMPLOYEE,Role_SUPERVISOR,month_1,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_2,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,duration_mean,duration_max,duration_min,duration_sum,duration_std,elapsed_mean,elapsed_max,elapsed_min,elapsed_sum,elapsed_std,true_value,predicted_value,relative_error
declaration 107521_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,2.9,0.0,2.9,2.0506096654409878,87.0,174.0,0.0,174.0,123.03657992645927,690939.0,656559.25,0.04975801047559915
declaration 107526_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8333333333333333,3.6666666666666665,0.0,3.6666666666666665,2.592724864350674,110.0,220.0,0.0,220.0,155.56349186104046,616285.0,633181.1,0.027416089958379644
declaration 107526_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,410.4777777777779,1227.7666666666669,0.0,1231.4333333333336,707.7953143649916,24702.0,73886.0,0.0,74106.0,42594.73549630283,542619.0,634940.0,0.17013963757258777
declaration 107532_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6166666666666667,1.2333333333333334,0.0,1.2333333333333334,0.8720983634634086,37.0,74.0,0.0,74.0,52.32590180780452,614538.0,598975.4,0.025324105262815318
declaration 107537_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4666666666666666,0.9333333333333332,0.0,0.9333333333333332,0.6599663291074443,28.0,56.0,0.0,56.0,39.59797974644666,614451.0,605200.56,0.015054800952394903
declaration 107542_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,42.99166666666667,85.98333333333333,0.0,85.98333333333333,60.79939806902331,2579.5,5159.0,0.0,5159.0,3647.9638841413985,1414408.0,661858.4,0.5320597910928105
declaration 107542_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,987.5111111111111,2876.55,0.0,2962.5333333333333,1636.5204631179238,60970.333333333336,177752.0,0.0,182911.0,101168.78012674331,1241815.0,705356.4,0.4319956072361825
declaration 107548_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3.158333333333333,6.316666666666666,0.0,6.316666666666666,4.466557834495025,189.5,379.0,0.0,379.0,267.9934700697015,548052.0,692441.5,0.263459489245546
declaration 107553_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.8333333333333334,1.6666666666666667,0.0,1.6666666666666667,1.1785113019775793,50.0,100.0,0.0,100.0,70.71067811865476,547321.0,654278.1,0.1954193699858036
declaration 107558_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.191666666666667,4.383333333333334,0.0,4.383333333333334,3.0994847242010337,131.5,263.0,0.0,263.0,185.969083452062,804620.0,681495.44,0.15302200106882752
declaration 107563_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.125,0.25,0.0,0.25,0.1767766952966369,7.5,15.0,0.0,15.0,10.606601717798213,804192.0,687803.9,0.14472678788150092
declaration 107563_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13.78888888888889,41.11666666666667,0.0,41.36666666666667,23.666879889493327,832.3333333333334,2482.0,0.0,2497.0,1428.6729273466804,801725.0,672189.94,0.16157044185973993
declaration 107569_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.01666666666666665,0.0333333333333333,0.0,0.0333333333333333,0.02357022603955156,1.0,2.0,0.0,2.0,1.4142135623730951,198613.0,605879.06,2.0505508828727224
declaration 107574_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10.191666666666666,20.383333333333333,0.0,20.383333333333333,14.413193223185793,611.5,1223.0,0.0,1223.0,864.7915933911477,1146948.0,682983.25,0.4045211727122764
declaration 107574_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,922.5166666666665,2747.1666666666665,0.0,2767.5499999999997,1580.2261189286944,55758.666666666664,166053.0,0.0,167276.0,95519.65193787786,982118.0,740597.06,0.24591845124516606
declaration 107580_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.05,0.1,0.0,0.1,0.07071067811865477,3.0,6.0,0.0,6.0,4.242640687119285,542125.0,670344.56,0.23651291215125664
declaration 107580_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,46.38333333333333,139.05,0.0,139.15,80.25170299335295,2785.0,8349.0,0.0,8355.0,4818.566280544453,533782.0,661452.4,0.23918074232551867
declaration 107586_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.31666666666666665,0.6333333333333333,0.0,0.6333333333333333,0.44783429475148007,19.0,38.0,0.0,38.0,26.870057685088806,799762.0,982973.25,0.2290822144588015
declaration 107586_3,1,0,1,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53.26666666666666,159.16666666666666,0.0,159.79999999999998,91.71263695793387,3208.6666666666665,9588.0,0.0,9626.0,5524.697397444799,790212.0,939902.75,0.18943112734304213
declaration 107586_4,1,0,1,1,0,1,4,4,1,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,731.125,2764.7,0.0,2924.5,1357.7831756689393,46274.0,175470.0,0.0,185096.0,86248.70971788505,624330.0,902242.94,0.4451378878157385
declaration 107586_6,2,0,1,1,0,2,6,6,2,1,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,490.91388888888883,2764.7,0.0,2945.483333333333,1115.6484457438823,89757.83333333333,176729.0,0.0,538547.0,94875.3339333605,623071.0,766480.9,0.23016618491311583
declaration 107596_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.05,0.0,0.05,0.03535533905932738,1.5,3.0,0.0,3.0,2.1213203435596424,533794.0,613525.0,0.14936660959096582
declaration 107596_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522.3277777777778,1566.9333333333334,0.0,1566.9833333333333,904.6549483909034,31340.666666666668,94019.0,0.0,94022.0,54281.02895426111,439778.0,659351.1,0.49928173987784746
declaration 107602_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.25,0.0,0.25,0.1767766952966369,7.5,15.0,0.0,15.0,10.606601717798213,2605857.0,707594.0,0.7284601572534487
declaration 107615_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14280.975,28561.95,0.0,28561.95,20196.348528911112,856858.5,1713717.0,0.0,1713717.0,1211780.9117346667,283895.0,637298.94,1.244840301872171
declaration 107615_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9523.694444444445,28561.95,0.0,28571.083333333336,16487.613587278964,1142660.6666666667,1714265.0,0.0,3427982.0,989573.2031721217,283347.0,632351.2,1.23172007291413
declaration 107621_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2037.025,4074.05,0.0,4074.05,2880.788381893054,122221.5,244443.0,0.0,244443.0,172847.30291358323,543534.0,674241.7,0.24047748162948407
declaration 107626_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.925,25.85,0.0,25.85,18.278710293672255,775.5,1551.0,0.0,1551.0,1096.7226176203353,181385.0,659049.2,2.6334271714860655
declaration 107631_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2666666666666666,6.533333333333333,0.0,6.533333333333333,4.619764303752111,196.0,392.0,0.0,392.0,277.18585822512665,180369.0,762552.1,3.2277338400722964
declaration 107636_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.65,1.3,0.0,1.3,0.9192388155425119,39.0,78.0,0.0,78.0,55.154328932550705,1848124.0,1400696.8,0.24209806809499795
declaration 107636_3,1,0,0,0,1,1,3,3,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3380.2999999999997,10139.6,0.0,10140.9,5853.725547888285,202844.0,608454.0,0.0,608532.0,351268.5661940163,1239748.0,1151943.5,0.07082447400600768
declaration 107636_4,1,0,0,1,1,1,4,4,1,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2972.8875,10139.6,0.0,11891.55,4848.505780886692,330506.25,713493.0,0.0,1322025.0,383992.6267055788,1134709.0,906163.0,0.2014137545397102
declaration 107636_6,2,0,0,1,1,2,6,6,2,0,3,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3669.6277777777777,10139.6,0.0,22017.766666666666,5052.098741542597,660692.3333333334,1321066.0,0.0,3964154.0,591713.6482491059,527136.0,873272.25,0.6566355741212894
declaration 107646_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0583333333333333,0.1166666666666666,0.0,0.1166666666666666,0.08249579113843049,3.5,7.0,0.0,7.0,4.949747468305833,635149.0,714060.06,0.12424023733013828
declaration 107651_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.06666666666666665,0.1333333333333333,0.0,0.1333333333333333,0.09428090415820632,4.0,8.0,0.0,8.0,5.656854249492381,1584487.0,722761.1,0.5438516535635824
declaration 107651_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3355.444444444445,10066.2,0.0,10066.333333333334,5811.684790081037,201329.33333333334,603980.0,0.0,603988.0,348705.7062070154,980515.0,691037.8,0.29522973896370786
declaration 107657_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.0666666666666666,0.0,0.0666666666666666,0.04714045207910312,2.0,4.0,0.0,4.0,2.8284271247461903,627248.0,737979.75,0.1765358359054154
declaration 107662_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175,0.35,0.0,0.35,0.24748737341529162,10.5,21.0,0.0,21.0,14.849242404917497,972540.0,710994.0,0.2689308408908631
declaration 107667_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26666666666666666,0.5333333333333333,0.0,0.5333333333333333,0.37712361663282534,16.0,32.0,0.0,32.0,22.627416997969522,360827.0,710394.44,0.9687951220390936
declaration 107672_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5083333333333333,7.016666666666667,0.0,7.016666666666667,4.961532581325608,210.5,421.0,0.0,421.0,297.6919548795365,615557.0,708855.56,0.15156770615881227
declaration 107677_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6416666666666667,1.2833333333333334,0.0,1.2833333333333334,0.907453702522736,38.5,77.0,0.0,77.0,54.44722215136416,615862.0,723936.8,0.1754854374843715
declaration 107682_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5916666666666666,1.1833333333333331,0.0,1.1833333333333331,0.8367430244040811,35.5,71.0,0.0,71.0,50.204581464244875,613599.0,722776.06,0.1779290098256353
declaration 107687_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.8,0.0,0.8,0.5656854249492381,24.0,48.0,0.0,48.0,33.94112549695428,611647.0,733992.56,0.20002642455533992
declaration 107692_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01666666666666665,0.0333333333333333,0.0,0.0333333333333333,0.02357022603955156,1.0,2.0,0.0,2.0,1.4142135623730951,605698.0,703581.1,0.16160384382976334
declaration 107692_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,353.22222222222223,1059.6333333333334,0.0,1059.6666666666667,611.769967964842,21194.0,63580.0,0.0,63582.0,36707.35277842847,542120.0,781602.6,0.4417520567402051
declaration 107698_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5333333333333334,3.066666666666667,0.0,3.066666666666667,2.168460795638746,92.0,184.0,0.0,184.0,130.10764773832474,1133053.0,693168.25,0.3882296326826724
declaration 107698_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1307.261111111111,3918.7166666666662,0.0,3921.783333333333,2261.5873717574104,78497.0,235307.0,0.0,235491.0,135801.4747305787,897930.0,647016.44,0.2794355489848875
declaration 107704_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7916666666666665,5.583333333333333,0.0,5.583333333333333,3.94801286162489,167.5,335.0,0.0,335.0,236.88077169749343,1732308.0,705161.9,0.5929350467699739
declaration 107704_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4705.0,14109.416666666666,0.0,14115.0,8144.464219554968,282411.6666666667,846900.0,0.0,847235.0,488861.26550211903,885743.0,672155.2,0.24113971264802544
declaration 107710_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.1666666666666666,0.0,0.1666666666666666,0.11785113019775788,5.0,10.0,0.0,10.0,7.0710678118654755,522084.0,690872.8,0.32329819052106556
declaration 107715_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.208333333333334,16.416666666666668,0.0,16.416666666666668,11.608336324479156,492.5,985.0,0.0,985.0,696.5001794687494,785009.0,692158.5,0.11827953564863587
declaration 107720_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21.658333333333335,43.31666666666667,0.0,43.31666666666667,30.629508738397284,1299.5,2599.0,0.0,2599.0,1837.770524303837,889693.0,607496.25,0.3171844108023779
declaration 107720_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,17.155555555555555,43.31666666666667,0.0,51.46666666666667,23.019739918729012,1895.6666666666667,3088.0,0.0,5687.0,1659.802498291087,889204.0,659462.0,0.2583681584878161
declaration 107726_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2.4166666666666665,4.833333333333333,0.0,4.833333333333333,3.4176827757349795,145.0,290.0,0.0,290.0,205.0609665440988,1236780.0,616959.8,0.5011563798735426
declaration 107726_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1433.5777777777776,4295.9,0.0,4300.733333333333,2478.8449362854763,86111.33333333333,258044.0,0.0,258334.0,148898.12767571435,979026.0,655353.75,0.3306063883900938
declaration 107732_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,839.35,1678.7,0.0,1678.7,1187.0201535778574,50361.0,100722.0,0.0,100722.0,71221.20921467144,1136178.0,883507.4,0.22238647905521847
declaration 107732_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1017.9500000000002,1678.7,0.0,3053.8500000000004,894.5402743867936,94651.0,183231.0,0.0,283953.0,91766.239004331,1053669.0,869155.6,0.17511512154196432
declaration 107732_4,1,1,0,0,1,1,4,4,1,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3169.9125,9625.8,0.0,12679.65,4365.459724621413,261183.0,760779.0,0.0,1044732.0,341387.83884315507,476121.0,932993.4,0.9595719890532028
declaration 107732_5,1,1,0,1,1,1,5,5,1,1,2,1,0,0,0,0,4,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2857.6133333333332,9625.8,0.0,14288.066666666666,3844.5523540423037,380403.2,857284.0,0.0,1902016.0,398091.09864791,379616.0,835759.5,1.2015918717862262
declaration 107742_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.04166666666666665,0.0833333333333333,0.0,0.0833333333333333,0.05892556509887894,2.5,5.0,0.0,5.0,3.5355339059327378,1236226.0,614284.7,0.5030967739717495
declaration 107742_3,1,1,0,0,0,1,3,3,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4400.5888888888885,13201.683333333332,0.0,13201.766666666666,7621.971370108868,264037.0,792106.0,0.0,792111.0,457321.168957878,444125.0,645224.7,0.45279974669293555
declaration 107748_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.1083333333333333,0.2166666666666666,0.0,0.2166666666666666,0.15320646925708525,6.5,13.0,0.0,13.0,9.192388155425117,283563.0,611870.06,1.1577923159932713
declaration 107753_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04166666666666665,0.0833333333333333,0.0,0.0833333333333333,0.05892556509887894,2.5,5.0,0.0,5.0,3.5355339059327378,281363.0,607153.5,1.1579010033302175
declaration 107758_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39166666666666666,0.7833333333333333,0.0,0.7833333333333333,0.5539003119294622,23.5,47.0,0.0,47.0,33.23401871576773,280521.0,611562.44,1.180095028536188
declaration 107763_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.2,0.0,1.2,0.848528137423857,36.0,72.0,0.0,72.0,50.91168824543142,274742.0,613584.5,1.2333116159888187
declaration 107768_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1608.7333333333333,3217.4666666666667,0.0,3217.4666666666667,2275.0924982416773,96524.0,193048.0,0.0,193048.0,136505.54989450064,685384.0,623491.94,0.09030275363883604
declaration 107773_2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0166666666666666,2.033333333333333,0.0,2.033333333333333,1.4377837884126465,61.0,122.0,0.0,122.0,86.2670273047588,269518.0,626791.56,1.325601861471219
