Case ID,Activity_Declaration APPROVED by ADMINISTRATION,Activity_Declaration APPROVED by BUDGET OWNER,Activity_Declaration APPROVED by PRE_APPROVER,Activity_Declaration FINAL_APPROVED by SUPERVISOR,Activity_Declaration REJECTED by SUPERVISOR,Activity_Declaration SAVED by EMPLOYEE,Activity_Declaration SUBMITTED by EMPLOYEE,Activity_Payment Handled,Activity_Request Payment,Resource_STAFF MEMBER,Resource_SYSTEM,id_other,Role_ADMINISTRATION,Role_BUDGET OWNER,Role_EMPLOYEE,Role_PRE_APPROVER,Role_SUPERVISOR,Role_UNDEFINED,month_1,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_2,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,duration_mean,duration_max,duration_min,duration_sum,duration_std,elapsed_mean,elapsed_max,elapsed_min,elapsed_sum,elapsed_std,true_value,predicted_value,relative_error
declaration 109022_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1465.113888888889,6240.1,0.0,8790.683333333334,2414.895206684654,148434.66666666666,527441.0,0.0,890608.0,197532.83701973874,0.0,0.06343262,4.517220630066039e-07
declaration 109028_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1708.7866666666669,6954.3,0.0,8543.933333333334,2959.157477583592,131337.8,512636.0,0.0,656689.0,216802.62131072124,0.0,0.06418809,4.571020120991157e-07
declaration 109033_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1405.7,4607.616666666667,0.0,8434.2,2110.358888962307,196720.33333333334,506052.0,0.0,1180322.0,187379.19541364955,0.0,0.0850466,6.056414631766852e-07
declaration 109039_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1274.4722222222224,4549.183333333333,0.0,7646.833333333334,1761.7894512135688,123097.5,458810.0,0.0,738585.0,180026.00540005325,0.0,0.06321889,4.5020004857172554e-07
declaration 109045_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1215.6533333333332,4435.15,0.0,6078.266666666666,1872.3191772727569,125389.8,364696.0,0.0,626949.0,139227.12681514333,0.0,0.06344743,4.518275418010171e-07
declaration 109052_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3188.6766666666667,8503.783333333333,0.0,15943.383333333333,3920.3388868643883,410354.8,956603.0,0.0,2051774.0,410871.4485830088,0.0,0.07850213,5.590364431198021e-07
declaration 109057_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,3,0,0,0,3,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2477.375,5891.4,0.0,14864.25,2392.7677880960364,464141.0,891855.0,0.0,2784846.0,301973.4541995372,0.0,0.06617715,4.712666787530991e-07
declaration 109063_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,1,0,0,0,0,5,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,12537.852777777778,57704.8,0.0,75227.11666666667,22329.82475493611,3261052.5,4513627.0,0.0,19566315.0,1643617.869001034,0.0,0.091052674,6.484124776183292e-07
declaration 109069_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2920.6466666666665,7207.083333333333,0.0,14603.233333333334,3549.631205049492,361115.4,876194.0,0.0,1805577.0,370691.00497557264,0.0,0.15930785,1.1344773855425588e-06
declaration 109074_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,4,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1750.28,3863.4166666666665,0.0,8751.4,1830.1375311252796,215558.4,525084.0,0.0,1077792.0,223642.0870750852,0.0,0.06417865,4.5703478793788756e-07
declaration 109087_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2466.4194444444443,5475.266666666666,0.0,14798.516666666666,2648.71622173243,289941.6666666667,887911.0,0.0,1739650.0,367519.8588831176,0.0,0.063461795,4.5192983713081025e-07
declaration 109093_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1774.7966666666664,8350.8,0.0,8873.983333333332,3682.195826096464,113079.6,532439.0,0.0,565398.0,234810.6285931282,0.0,0.063691735,4.535673052159115e-07
declaration 109106_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2913.6466666666665,6811.9,0.0,14568.233333333334,3368.48450067765,356279.6,874094.0,0.0,1781398.0,369091.93966449605,0.0,0.08908413,6.343939319904093e-07
declaration 109111_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3753.9800000000005,10387.85,0.0,18769.9,4267.612454002303,371615.2,1126194.0,0.0,1858076.0,469880.1664613011,0.0,0.13237983,9.42715133336007e-07
declaration 109116_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1574.9666666666667,4812.133333333333,0.0,7874.833333333334,2232.4020825546736,167615.4,472490.0,0.0,838077.0,193386.7366077622,0.0,0.06361851,4.5304585371113624e-07
declaration 109121_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1531.6533333333332,4812.183333333333,0.0,7658.266666666666,2197.998351038205,159842.0,459496.0,0.0,799210.0,187773.33578413096,0.0,0.063679785,4.5348220059506706e-07
declaration 109126_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2311.0166666666664,6041.266666666666,0.0,11555.083333333332,2811.252707374814,216111.8,693305.0,0.0,1080559.0,299899.075559929,0.0,0.06418474,4.5707813611446483e-07
declaration 109131_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2293.7733333333335,6041.433333333333,0.0,11468.866666666667,2822.848305706096,212955.4,688132.0,0.0,1064777.0,298083.4731695134,0.0,0.062918775,4.480628295990094e-07
declaration 109136_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2293.0166666666664,6041.466666666666,0.0,11465.083333333332,2823.63346053351,212798.0,687905.0,0.0,1063990.0,298019.13212661364,0.0,0.062918775,4.480628295990094e-07
declaration 109141_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2291.1166666666663,6041.65,0.0,11455.583333333332,2827.626777170605,212354.6,687335.0,0.0,1061773.0,297882.3212382702,0.0,0.062918775,4.480628295990094e-07
declaration 109146_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2249.72,7042.716666666666,0.0,11248.599999999999,3152.0416365252677,232502.0,674916.0,0.0,1162510.0,275788.049272444,0.0,0.10510268,7.484666483188867e-07
declaration 109151_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940.2433333333332,2935.6,0.0,4701.216666666666,1331.0008861129031,78420.4,282073.0,0.0,392102.0,122530.93696001839,0.0,0.064012975,4.558549428919282e-07
declaration 109156_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651.8933333333333,3055.4666666666667,0.0,3259.4666666666667,1344.8551962840543,77343.4,195568.0,0.0,386717.0,104168.22525991312,0.0,0.064355046,4.582909300192424e-07
declaration 109161_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1768.67,6000.883333333333,0.0,8843.35,2617.0087945230734,171982.6,530601.0,0.0,859913.0,216744.11682396365,0.0,0.06351134,4.522826711262066e-07
declaration 109166_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,950.2466666666667,3407.5,0.0,4751.233333333334,1480.2457806147524,73779.0,285074.0,0.0,368895.0,123045.62114923066,0.0,0.064679295,4.606000030237012e-07
declaration 109171_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1795.2166666666667,7181.733333333334,0.0,8976.083333333334,3094.3854190336046,130609.8,538565.0,0.0,653049.0,232591.41389720302,0.0,0.06340662,4.5153689148120035e-07
declaration 109176_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1643.8666666666668,6318.633333333333,0.0,8219.333333333334,2737.781895049551,144170.4,493160.0,0.0,720852.0,203204.04024108377,0.0,0.06417795,4.5702980050998273e-07
declaration 109181_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,5,0,0,0,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1772.7555555555555,7043.216666666666,0.0,10636.533333333333,2896.6702759790833,253967.5,638192.0,0.0,1523805.0,283373.97008176317,0.0,0.06742115,4.801255710402194e-07
declaration 109187_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,5,0,0,0,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1771.5666666666666,7043.45,0.0,10629.4,2897.5655551207506,253677.5,637764.0,0.0,1522065.0,283224.55616189074,0.0,0.06742115,4.801255710402194e-07
declaration 109193_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,2,0,0,0,3,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4995.79,8369.866666666667,0.0,24978.95,3123.749354110467,772081.0,1498737.0,0.0,3860405.0,597778.7113008458,0.0,0.07834919,5.579472737577725e-07
declaration 109198_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2956.5066666666667,7363.066666666667,0.0,14782.533333333333,3585.3822575067843,367579.2,886952.0,0.0,1837896.0,376005.0840762662,0.0,0.07667707,5.46039630461709e-07
declaration 109203_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,1,0,0,0,0,5,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,12494.197222222223,67744.35,0.0,74965.18333333333,27120.710366178784,3510486.0,4497911.0,0.0,21062916.0,1726364.8866370053,0.0,0.08618275,6.13732344624202e-07
declaration 109209_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,5,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,793.0861111111112,4513.166666666667,0.0,4758.516666666667,1824.3770983366312,54905.333333333336,285511.0,0.0,329432.0,113182.10842295998,0.0,0.06361255,4.530034075162013e-07
declaration 109215_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2097.503333333333,6231.866666666667,0.0,10487.516666666666,2637.337664946308,215440.0,629251.0,0.0,1077200.0,257527.29729778162,0.0,0.06313411,4.495963045065202e-07
declaration 109220_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,4,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,945.4733333333334,3141.766666666667,0.0,4727.366666666667,1359.4467055979471,78015.4,283642.0,0.0,390077.0,121652.22673177833,0.0,0.06356673,4.5267710239263923e-07
declaration 109225_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2060.17,6263.583333333333,0.0,10300.85,2613.791063878502,205459.4,618051.0,0.0,1027297.0,253713.66029601166,0.0,0.06321957,4.502048768263994e-07
declaration 109230_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,2,0,0,0,3,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2897.753333333333,9711.483333333334,0.0,14488.766666666666,4058.123595836299,423217.0,869326.0,0.0,2116085.0,400197.539264049,0.0,0.06736966,4.797588889737255e-07
declaration 109235_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2701.096666666667,9727.25,0.0,13505.483333333334,4181.788560173744,287494.4,810329.0,0.0,1437472.0,390561.78066382784,0.0,0.06369709,4.5360545373360927e-07
declaration 109240_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,2,0,0,0,3,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2698.1600000000003,8667.316666666668,0.0,13490.800000000001,3825.866998592171,374561.8,809448.0,0.0,1872809.0,360329.0097594142,0.0,0.073864214,5.260084752057724e-07
declaration 109245_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,670.1766666666666,1726.0166666666669,0.0,3350.883333333333,908.1656578112705,59988.8,201053.0,0.0,299944.0,89352.76976512816,0.0,0.066057086,4.704116532138791e-07
declaration 109250_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,5,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,556.0694444444445,2998.8333333333335,0.0,3336.416666666667,1199.6610718317563,42100.833333333336,200185.0,0.0,252605.0,77974.36988502483,0.0,0.05759261,4.101336791424617e-07
declaration 109256_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1817.3033333333333,6233.8,0.0,9086.516666666666,2574.8829023375024,163735.4,545191.0,0.0,818677.0,225172.99958098884,0.0,0.06344743,4.518275418010171e-07
declaration 109261_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1790.2933333333335,6320.866666666667,0.0,8951.466666666667,2618.534093051344,156453.2,537088.0,0.0,782266.0,222831.66551165926,0.0,0.06344743,4.518275418010171e-07
declaration 109266_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,5,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526.7527777777777,2998.883333333333,0.0,3160.5166666666664,1212.3390530254894,35076.166666666664,189631.0,0.0,210457.0,75851.72410806933,0.0,0.065708496,4.679292405608549e-07
declaration 109272_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,3,0,0,0,3,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1469.636111111111,6255.766666666666,0.0,8817.816666666666,2420.18867148862,152718.0,529069.0,0.0,916308.0,196330.1471959923,0.0,0.06804535,4.8457064268929e-07
declaration 109278_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,606.8633333333333,1992.45,0.0,3034.3166666666666,880.8735690431907,49585.2,182059.0,0.0,247926.0,78694.03605547246,0.0,0.06599581,4.699753063299483e-07
declaration 109283_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1758.4900000000002,6263.233333333334,0.0,8792.45,2729.3000623786315,136771.8,527547.0,0.0,683859.0,227937.66812157223,0.0,0.06345132,4.5185523794321217e-07
declaration 109288_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,2,0,0,0,3,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1734.1799999999998,5804.833333333333,0.0,8670.9,2509.9450553525844,168880.4,520254.0,0.0,844402.0,212596.57336090814,0.0,0.063410506,4.515645876233954e-07
declaration 109293_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2077.85,5925.883333333333,0.0,10389.25,2815.8811863103647,180674.8,623355.0,0.0,903374.0,272590.12738853914,0.0,0.0636626,4.533598494381672e-07
declaration 109302_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2907.6033333333335,12543.433333333332,0.0,14538.016666666666,5454.633943141067,325178.4,872281.0,0.0,1625892.0,447028.9667032775,0.0,0.07941427,5.655320373884343e-07
declaration 109307_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4034.1666666666665,13100.033333333333,0.0,20170.833333333332,5671.175458758773,421949.2,1210250.0,0.0,2109746.0,567437.6456155337,0.0,0.07606016,5.416464492859463e-07
declaration 109312_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,6,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1674.0249999999999,6261.966666666666,0.0,10044.15,2454.3834840896848,189658.0,602649.0,0.0,1137948.0,226710.48338530798,0.0,0.063021585,4.4879497340389286e-07
declaration 109318_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1748.9266666666667,5357.2,0.0,8744.633333333333,2260.026398954716,175999.0,524678.0,0.0,879995.0,214807.34230235242,0.0,0.0637203,4.537707286051371e-07
declaration 109323_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,6,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2160.586111111111,6886.116666666667,0.0,12963.516666666666,2647.8233785385282,260345.0,777811.0,0.0,1562070.0,332572.9004443988,0.0,0.063597694,4.5289761037532607e-07
declaration 109329_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,6592.986666666667,22430.066666666666,0.0,32964.933333333334,9924.483199848914,1204900.0,1977896.0,0.0,6024500.0,726554.2317628465,0.0,0.099962905,7.118648169068253e-07
declaration 109334_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,6,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1998.6944444444446,7169.55,0.0,11992.166666666668,2725.760370544269,313154.0,719530.0,0.0,1878924.0,320773.4086541464,0.0,0.06349884,4.5219364023233065e-07
declaration 109340_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,6,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1992.947222222222,4768.65,0.0,11957.683333333332,2216.955046038915,266971.6666666667,717461.0,0.0,1601830.0,288765.484761366,0.0,0.06321577,4.501778173771284e-07
declaration 109346_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1526.23,6195.733333333334,0.0,7631.15,2658.3194853975783,127311.2,457869.0,0.0,636556.0,189077.8285844218,0.0,0.06337459,4.513087962411689e-07
declaration 109351_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1521.48,7091.6,0.0,7607.400000000001,3116.755880394264,99844.6,456444.0,0.0,499223.0,199746.11222449364,0.0,0.06312464,4.4952886811431737e-07
declaration 109356_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1512.81,6051.35,0.0,7564.05,2599.175907021087,125114.0,453843.0,0.0,625570.0,188744.4317893908,0.0,0.06360628,4.5295873289603233e-07
declaration 109361_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2374.5466666666666,7438.466666666666,0.0,11872.733333333334,3143.604022508772,334036.4,712364.0,0.0,1670182.0,320296.581122559,0.0,0.06364639,4.5324439578794426e-07
declaration 109366_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2355.3666666666663,7115.95,0.0,11776.833333333332,2990.444261704456,258572.0,706610.0,0.0,1292860.0,327086.501914249,0.0,0.06365092,4.5327665489609477e-07
