Case ID,Activity_Declaration APPROVED by ADMINISTRATION,Activity_Declaration APPROVED by BUDGET OWNER,Activity_Declaration FINAL_APPROVED by SUPERVISOR,Activity_Declaration SUBMITTED by EMPLOYEE,Activity_Payment Handled,Activity_Request Payment,Resource_STAFF MEMBER,Resource_SYSTEM,id_other,Role_ADMINISTRATION,Role_BUDGET OWNER,Role_EMPLOYEE,Role_SUPERVISOR,Role_UNDEFINED,month_1,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_2,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,duration_mean,duration_max,duration_min,duration_sum,duration_std,elapsed_mean,elapsed_max,elapsed_min,elapsed_sum,elapsed_std,true_value,predicted_value,relative_error
declaration 105494_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,1,0,0,0,0,0,5,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,20486.575,92216.1,0.0,122919.45000000001,35696.33362432611,5279597.833333333,7375167.0,0.0,31677587.0,2700205.346130654,0.0,1692.3024,0.01951028220482208
declaration 105524_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1698.4966666666667,5931.366666666667,0.0,8492.483333333334,2601.44823427473,174268.4,509549.0,0.0,871342.0,243182.5767829595,110490.0,204244.03,0.8485295614987781
declaration 105524_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1722.3305555555555,5931.366666666667,0.0,10333.983333333334,2327.5383257953663,248563.5,620039.0,0.0,1491381.0,283599.689394576,0.0,0.0,0.0
declaration 105530_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1698.0900000000001,3991.016666666667,0.0,8490.45,1600.2495991337657,256686.6,509427.0,0.0,1283433.0,208353.2312547612,110492.0,238918.11,1.1623113834033234
declaration 105530_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,2,0,1,2,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1721.9972222222223,3991.016666666667,0.0,10331.983333333334,1432.5042252183828,317225.3333333333,619919.0,0.0,1903352.0,238156.42880482288,0.0,0.0,0.0
declaration 105546_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2030.23,4520.0,0.0,10151.15,2250.0675994289595,280030.8,609069.0,0.0,1400154.0,286554.7467294862,289954.0,278912.12,0.03808147154376212
declaration 105546_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2497.286111111111,4832.566666666667,0.0,14983.716666666667,2314.9712367883553,383196.1666666667,899023.0,0.0,2299177.0,359929.79256428144,0.0,867.0414,0.00999598083717748
declaration 105568_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,4,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10115.686666666666,50549.15,0.0,50578.433333333334,22602.994320417052,607450.6,3034706.0,0.0,3037253.0,1356877.2079284845,272594.0,236984.98,0.13063022526174456
declaration 105568_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,4,2,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9186.944444444445,50549.15,0.0,55121.66666666667,20344.327329530315,1057425.5,3307300.0,0.0,6344553.0,1639438.0347230877,0.0,0.0,0.0
declaration 105574_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619.75,1608.1,0.0,3098.75,838.9556086786316,55370.4,185925.0,0.0,276852.0,82523.05134809304,95414.0,134169.36,0.4061810570251745
declaration 105574_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781.4972222222221,1608.1,0.0,4688.983333333333,848.5577140338164,93031.83333333333,281339.0,0.0,558191.0,118145.4381995626,0.0,582.2789,0.0067129995691546625
declaration 105580_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,4,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8065.696666666668,39034.11666666667,0.0,40328.48333333334,17320.077034933413,500154.8,2419709.0,0.0,2500774.0,1073575.5034158984,279270.0,219486.3,0.21407134001145844
declaration 105580_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,4,2,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7497.163888888889,39034.11666666667,0.0,44982.98333333334,15554.016584576106,866625.5,2698979.0,0.0,5199753.0,1314479.4151977808,0.0,279.57745,0.0032232035602587214
declaration 105586_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2207.6099999999997,9527.7,0.0,11038.05,4142.797492747704,247107.2,662283.0,0.0,1235536.0,339488.8978872505,213513.0,206048.47,0.03496054689878368
declaration 105586_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2432.766666666667,9527.7,0.0,14596.6,3746.2501251251238,351888.6666666667,875796.0,0.0,2111332.0,397589.11450373824,0.0,487.72052,0.005622851543360325
declaration 105592_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2205.5299999999997,9528.283333333333,0.0,11027.65,4144.432810047715,246745.2,661659.0,0.0,1233726.0,339272.9637352496,213565.0,206326.52,0.033893589188303326
declaration 105592_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2431.1777777777775,9528.283333333333,0.0,14587.066666666666,3747.874086905308,351491.6666666667,875224.0,0.0,2108950.0,397386.27154478634,0.0,278.40863,0.003209728384822211
declaration 105598_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,56.99666666666667,127.85,0.0,284.98333333333335,56.15433519427606,7062.0,17099.0,0.0,35310.0,7717.229846259602,187674.0,171811.78,0.08452006537932798
declaration 105598_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,568.8138888888889,3127.9,0.0,3412.883333333333,1254.696720832775,40013.833333333336,204773.0,0.0,240083.0,81009.77983778667,0.0,2598.6794,0.029959757933102467
declaration 105632_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,3,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,571.1400000000001,2599.8,0.0,2855.7000000000003,1137.3080710241472,70493.0,171342.0,0.0,352465.0,90937.71520111994,377355.0,313198.53,0.17001621483748725
declaration 105632_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,3,0,0,0,3,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1524.1583333333335,6289.25,0.0,9144.95,2546.416969145077,150193.66666666666,548697.0,0.0,901162.0,211492.10869312988,0.0,645.58105,0.007442800293841294
declaration 105638_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,3,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2034.7699999999998,9530.783333333333,0.0,10173.849999999999,4193.842776542906,242303.6,610431.0,0.0,1211518.0,325279.46339155815,192986.0,186633.33,0.032917786134745525
declaration 105638_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,3,0,0,0,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2231.713888888889,9530.783333333333,0.0,13390.283333333333,3781.9803224915067,335822.5,803417.0,0.0,2014935.0,370297.30134946975,0.0,670.60455,0.007731292189472512
declaration 105644_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,541.2133333333333,1318.4833333333331,0.0,2706.066666666666,687.3537369061789,51267.2,162364.0,0.0,256336.0,72011.04901124549,376336.0,305116.38,0.18924478391650015
declaration 105644_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,4,0,0,0,2,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1496.3888888888887,6272.266666666666,0.0,8978.333333333332,2419.1168180342793,132506.0,538700.0,0.0,795036.0,209157.66468480183,0.0,644.539,0.007430786629599647
declaration 105673_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982.986666666667,5813.416666666667,0.0,9914.933333333334,2446.8895502589953,273059.6,594896.0,0.0,1365298.0,264811.02564338216,368157.0,278756.8,0.24283169272891728
declaration 105673_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2675.1472222222224,6135.95,0.0,16050.883333333333,2768.4530310148275,388058.5,963053.0,0.0,2328351.0,368033.13091228623,0.0,381.3291,0.004396281967309976
declaration 105679_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4863.723333333333,17257.233333333334,0.0,24318.61666666667,7282.751388837265,442458.0,1459117.0,0.0,2212290.0,599634.7422556501,366255.0,253022.02,0.30916433734693044
declaration 105679_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5070.477777777777,17257.233333333334,0.0,30422.866666666665,6533.548701515439,672943.6666666666,1825372.0,0.0,4037662.0,778711.3165536165,0.0,370.96265,0.004276768771652601
declaration 105700_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5746.85,18716.716666666667,0.0,28734.250000000004,7803.7197580616075,879519.2,1724055.0,0.0,4397596.0,831309.4495960575,374553.0,263359.8,0.2968690345558572
declaration 105700_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5829.466666666667,18716.716666666667,0.0,34976.8,6982.7921873384985,1082700.6666666667,2098608.0,0.0,6496204.0,894738.269647089,0.0,190.59644,0.002197355694057748
declaration 105706_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5740.693333333334,18708.716666666667,0.0,28703.466666666667,7804.356816624573,878137.4,1722208.0,0.0,4390687.0,830678.1236067313,374524.0,260997.95,0.3031208864451944
declaration 105706_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5824.2555555555555,18708.716666666667,0.0,34945.53333333333,6983.429252656023,1081236.5,2096732.0,0.0,6487419.0,894156.7997593599,0.0,258.9576,0.0029854807074555204
declaration 105712_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2800.983333333334,9516.116666666669,0.0,14004.91666666667,4149.3076114007,382482.2,840295.0,0.0,1912411.0,422003.3531794505,284588.0,241121.64,0.15273433656724808
declaration 105712_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3124.6750000000006,9516.116666666669,0.0,18748.050000000003,3795.0047027163077,506215.6666666667,1124883.0,0.0,3037294.0,484075.70556253556,0.0,1054.4696,0.012156810713660378
declaration 105718_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,2189.6066666666666,9687.883333333331,0.0,10948.033333333333,4209.501356102379,270400.0,656882.0,0.0,1352000.0,345121.86351997463,284650.0,229069.67,0.19525848629896364
declaration 105718_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,2615.3666666666663,9687.883333333331,0.0,15692.199999999999,3906.859454756751,382255.3333333333,941532.0,0.0,2293532.0,412743.2302464411,0.0,844.29895,0.009733786995415125
declaration 105724_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,2163.266666666667,9688.233333333334,0.0,10816.333333333334,4219.829983360968,265675.0,648980.0,0.0,1328375.0,342051.0764374233,284705.0,235187.83,0.17392448982279904
declaration 105724_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,2593.569444444445,9688.233333333334,0.0,15561.416666666668,3918.7415013186833,377010.0,933685.0,0.0,2262060.0,409843.9269570796,0.0,823.4317,0.00949321183850582
declaration 105737_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,794.8933333333334,3396.15,0.0,3974.466666666667,1474.7730747568517,88643.8,238468.0,0.0,443219.0,121755.37327034073,387559.0,307383.78,0.20687229234774576
declaration 105737_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1738.9638888888887,6459.316666666667,0.0,10433.783333333333,2662.2508861533083,178207.66666666666,626027.0,0.0,1069246.0,244927.77304721213,0.0,756.6451,0.008723239610399084
declaration 105748_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,1,0,2,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,24236.33,109603.56666666668,0.0,121181.65000000001,47896.13793455614,5545288.0,7270899.0,0.0,27726440.0,3116770.3950845497,183783.0,203382.3,0.10664368780028621
declaration 105748_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,1,0,2,3,0,0,0,0,1,4,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,20707.45,109603.56666666668,0.0,124244.70000000001,43702.97458484059,5863520.333333333,7454682.0,0.0,35181122.0,2894656.6401583916,0.0,196.0892,0.002260680926467441
declaration 105823_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1429.53,6921.266666666666,0.0,7147.65,3070.495821443175,171456.8,428859.0,0.0,857284.0,231803.22476661106,201615.0,175056.36,0.13172948751332986
declaration 105823_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1751.3166666666666,6921.266666666666,0.0,10507.9,2857.2076621531496,247959.66666666666,630474.0,0.0,1487758.0,279467.9224151972,0.0,589.11584,0.0067918219569808565
declaration 105829_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1977.2900000000002,9667.983333333334,0.0,9886.45,4300.254792170265,234681.0,593187.0,0.0,1173405.0,321350.409986513,376726.0,298496.44,0.20765639350615567
declaration 105829_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2694.202777777778,9667.983333333334,0.0,16165.216666666667,4228.183606196987,357219.6666666667,969913.0,0.0,2143318.0,415580.5791533895,0.0,849.7995,0.009797201945050309
declaration 105835_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,2,2,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,16370.243333333336,28693.883333333335,0.0,81851.21666666667,13920.911119201015,2687495.8,4911073.0,0.0,13437479.0,1898242.6053201682,279285.0,241871.64,0.13396122016936104
declaration 105835_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,2,2,2,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14417.661111111112,28693.883333333335,0.0,86505.96666666667,13338.248652584985,3104639.5,5190358.0,0.0,18627837.0,1981593.5985010397,0.0,42.92136,0.0004948334660979391
declaration 105846_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,544.4933333333333,1796.5666666666666,0.0,2722.4666666666667,789.9369758264122,75224.8,163348.0,0.0,376124.0,81775.85666442143,178614.0,218316.2,0.22227934610388883
declaration 105846_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,1,2,0,1,0,0,2,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,949.8944444444445,2976.9,0.0,5699.366666666667,1218.729135601083,119681.0,341962.0,0.0,718086.0,131179.09474150217,0.0,1291.223,0.014886302844867217
declaration 105864_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2214.413333333333,7281.0,0.0,11072.066666666666,3055.2988257515644,190177.4,664324.0,0.0,950887.0,280945.0751210991,199219.0,199014.33,0.0010273712597693996
declaration 105864_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2398.7305555555554,7281.0,0.0,14392.383333333333,2769.786591446606,302405.0,863543.0,0.0,1814430.0,372443.7050057364,0.0,730.1912,0.00841825733689034
declaration 105880_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,1,0,4,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,18114.94,89015.9,0.0,90574.7,39640.19005844006,4310673.0,5434482.0,0.0,21553365.0,2410181.2990798014,197798.0,215128.4,0.08761669101810939
declaration 105880_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,1,0,5,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,15645.22222222222,89015.9,0.0,93871.33333333333,35967.66283353187,4530940.833333333,5632280.0,0.0,27185645.0,2222225.6019484983,0.0,0.0,0.0
declaration 105921_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1463.2866666666666,5976.566666666667,0.0,7316.433333333333,2586.9078494303667,191310.0,438986.0,0.0,956550.0,228002.83333765832,181628.0,176950.81,0.02575146728477988
declaration 105921_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1723.9277777777777,5976.566666666667,0.0,10343.566666666666,2400.2659248431128,262860.6666666667,620614.0,0.0,1577164.0,268896.3015935077,0.0,652.2592,0.007519791746602955
declaration 105927_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3385.8,9717.65,0.0,16929.0,4213.908388862081,454188.4,1015740.0,0.0,2270942.0,489330.5122126557,206656.0,225526.33,0.0913127522307603
declaration 105927_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,5,1,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3395.5444444444443,9717.65,0.0,20373.266666666666,3769.1098223536765,582223.0,1222396.0,0.0,3493338.0,538435.356313829,0.0,386.57968,0.004456815058929482
declaration 105933_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1659.9033333333332,5146.85,0.0,8299.516666666666,2124.7965447504225,151132.4,497971.0,0.0,755662.0,208703.63124128914,457998.0,277940.7,0.39313995366791993
declaration 105933_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2655.4694444444444,7633.3,0.0,15932.816666666666,3091.7179002658177,285271.8333333333,955969.0,0.0,1711631.0,377896.93039844435,0.0,0.0,0.0
declaration 105958_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3695.7,9667.733333333334,0.0,18478.5,4618.420116591098,365110.0,1108710.0,0.0,1825550.0,496954.5454827836,188641.0,208678.7,0.10622135763169194
declaration 105958_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3603.7527777777777,9667.733333333334,0.0,21622.516666666666,4136.975857883747,520483.5,1297351.0,0.0,3122901.0,585163.7405327675,0.0,230.40425,0.0026562936060899114
declaration 105964_5,1,1,1,1,0,1,4,1,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1431.3666666666666,6921.0,0.0,7156.833333333333,3069.3080770210518,171862.4,429410.0,0.0,859312.0,231936.93412391224,201613.0,175056.36,0.13172087427398035
declaration 105964_6,1,1,1,1,1,1,4,2,6,1,1,1,1,2,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1752.8416666666665,6921.0,0.0,10517.05,2855.9759647243764,248389.16666666666,631023.0,0.0,1490335.0,279595.9034524052,0.0,650.5374,0.007499941370672722
