Case ID,Activity_Declaration APPROVED by ADMINISTRATION,Activity_Declaration APPROVED by PRE_APPROVER,Activity_Declaration FINAL_APPROVED by SUPERVISOR,Activity_Declaration REJECTED by ADMINISTRATION,Activity_Declaration REJECTED by BUDGET OWNER,Activity_Declaration REJECTED by EMPLOYEE,Activity_Declaration REJECTED by MISSING,Activity_Declaration REJECTED by PRE_APPROVER,Activity_Declaration REJECTED by SUPERVISOR,Activity_Declaration SUBMITTED by EMPLOYEE,Resource_STAFF MEMBER,id_other,Role_ADMINISTRATION,Role_BUDGET OWNER,Role_EMPLOYEE,Role_MISSING,Role_PRE_APPROVER,Role_SUPERVISOR,month_1,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_2,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,duration_mean,duration_max,duration_min,duration_sum,duration_std,elapsed_mean,elapsed_max,elapsed_min,elapsed_sum,elapsed_std,true_value,predicted_value,relative_error
declaration 110019_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4916666666666667,4.983333333333333,0.0,4.983333333333333,3.523748792912962,149.5,299.0,0.0,299.0,211.4249275747777,453790.0,691305.3,0.5234035842570351
declaration 110024_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.033333333333335,46.06666666666667,0.0,46.06666666666667,32.57405238666029,1382.0,2764.0,0.0,2764.0,1954.4431431996175,1395389.0,674102.1,0.5169073820991853
declaration 110029_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.3,0.0,0.3,0.21213203435596426,9.0,18.0,0.0,18.0,12.727922061357855,437710.0,658177.5,0.5036839459916383
declaration 110034_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.0666666666666666,0.0,0.0666666666666666,0.04714045207910312,2.0,4.0,0.0,4.0,2.8284271247461903,795500.0,658588.0,0.17210810810810812
declaration 110040_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.783333333333333,5.566666666666666,0.0,5.566666666666666,3.9362277486051145,167.0,334.0,0.0,334.0,236.17366491630688,525513.0,627137.9,0.19338222841299835
declaration 110045_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.1,0.0,0.1,0.07071067811865477,3.0,6.0,0.0,6.0,4.242640687119285,525132.0,774177.2,0.4742525450743813
declaration 110051_5,1,0,0,1,0,1,0,0,0,2,5,5,2,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,569.74,2556.25,0.0,2848.7000000000003,1117.676810621031,99046.8,170922.0,0.0,495234.0,90695.84228452813,348527.0,647464.8,0.8577178023510373
declaration 110060_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04166666666666665,0.0833333333333333,0.0,0.0833333333333333,0.05892556509887894,2.5,5.0,0.0,5.0,3.5355339059327378,174810.0,633700.8,2.625083304730851
declaration 110065_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.6416666666666667,1.2833333333333334,0.0,1.2833333333333334,0.907453702522736,38.5,77.0,0.0,77.0,54.44722215136416,460103.0,675811.1,0.468825730325601
declaration 110081_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1083333333333333,0.2166666666666666,0.0,0.2166666666666666,0.15320646925708525,6.5,13.0,0.0,13.0,9.192388155425117,447995.0,661330.06,0.47619965066574405
declaration 110086_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.916666666666667,9.833333333333334,0.0,9.833333333333334,6.953216681667718,295.0,590.0,0.0,590.0,417.19300090006305,445763.0,688827.3,0.5452770025776029
declaration 110091_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1553.2083333333333,3106.4166666666665,0.0,3106.4166666666665,2196.568290190911,93192.5,186385.0,0.0,186385.0,131794.09741145466,516707.0,646508.4,0.2512088572440474
declaration 110097_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.05,0.0,0.05,0.03535533905932738,1.5,3.0,0.0,3.0,2.1213203435596424,438767.0,672627.1,0.5329938782998721
declaration 110102_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04166666666666665,0.0833333333333333,0.0,0.0833333333333333,0.05892556509887894,2.5,5.0,0.0,5.0,3.5355339059327378,438632.0,717187.06,0.6350541285177552
declaration 110107_5,1,0,0,1,0,1,0,0,0,2,5,5,2,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1201.4266666666667,5821.0,0.0,6007.133333333333,2583.5366614767527,214212.6,360428.0,0.0,1071063.0,195378.5841905402,269089.0,553851.25,1.0582455990397228
declaration 110115_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0333333333333333,0.0666666666666666,0.0,0.0666666666666666,0.04714045207910312,2.0,4.0,0.0,4.0,2.8284271247461903,370226.0,685248.25,0.8508917526051655
declaration 110120_5,1,0,0,1,0,1,0,0,0,2,5,5,2,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1200.4233333333334,5820.483333333334,0.0,6002.116666666667,2583.866624648459,213924.8,360127.0,0.0,1069624.0,195302.39583195082,268990.0,540602.6,1.0097498977657162
declaration 110128_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.841666666666667,9.683333333333334,0.0,9.683333333333334,6.847150664489735,290.5,581.0,0.0,581.0,410.82903986938413,1229733.0,743052.56,0.3957610615475067
declaration 110134_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.6666666666666665,7.333333333333333,0.0,7.333333333333333,5.185449728701348,220.0,440.0,0.0,440.0,311.1269837220809,365842.0,664561.0,0.816524619917888
declaration 110139_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,1.1,0.0,1.1,0.7778174593052023,33.0,66.0,0.0,66.0,46.66904755831214,365018.0,718326.2,0.9679199039499422
declaration 110145_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0.0,2.0,1.4142135623730951,60.0,120.0,0.0,120.0,84.8528137423857,363441.0,700142.94,0.9264280515957198
declaration 110150_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1333333333333333,0.2666666666666666,0.0,0.2666666666666666,0.18856180831641264,8.0,16.0,0.0,16.0,11.313708498984761,611712.0,831110.0,0.3586622462858339
declaration 110156_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42542.90833333333,85085.81666666667,0.0,85085.81666666667,60164.75794779536,2552574.5,5105149.0,0.0,5105149.0,3609885.476867722,623608.0,645363.75,0.034886900103911433
declaration 110162_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8.416666666666666,16.833333333333332,0.0,16.833333333333332,11.902964149973549,505.0,1010.0,0.0,1010.0,714.177848998413,543405.0,681351.94,0.2538565848676402
declaration 110168_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.20833333333333334,0.4166666666666667,0.0,0.4166666666666667,0.2946278254943948,12.5,25.0,0.0,25.0,17.67766952966369,1494717.0,692360.06,0.53679521775694
declaration 110174_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1083333333333333,0.2166666666666666,0.0,0.2166666666666666,0.15320646925708525,6.5,13.0,0.0,13.0,9.192388155425117,1146941.0,741946.0,0.3531088347177405
declaration 110179_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.025,2.05,0.0,2.05,1.4495689014324225,61.5,123.0,0.0,123.0,86.97413408594535,541528.0,691338.5,0.2766440516464523
declaration 110185_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2220.766666666667,4441.533333333334,0.0,4441.533333333334,3140.6383388660906,133246.0,266492.0,0.0,266492.0,188438.3003319654,7269115.0,1253948.4,0.8274964180646475
declaration 110202_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0583333333333333,0.1166666666666666,0.0,0.1166666666666666,0.08249579113843049,3.5,7.0,0.0,7.0,4.949747468305833,329602.0,616560.4,0.8706208548491817
declaration 110207_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.05,0.1,0.0,0.1,0.07071067811865477,3.0,6.0,0.0,6.0,4.242640687119285,284381.0,581237.3,1.043868305196198
declaration 110212_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.466666666666665,52.93333333333333,0.0,52.93333333333333,37.42951895080791,1588.0,3176.0,0.0,3176.0,2245.771137048475,625302.0,534983.94,0.14443910702348625
declaration 110217_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1083333333333333,0.2166666666666666,0.0,0.2166666666666666,0.15320646925708525,6.5,13.0,0.0,13.0,9.192388155425117,281604.0,583127.7,1.0707365218533829
declaration 110222_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.1666666666666666,0.0,0.1666666666666666,0.11785113019775788,5.0,10.0,0.0,10.0,7.0710678118654755,2698126.0,625815.94,0.768055332664227
declaration 110227_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11666666666666665,0.2333333333333333,0.0,0.2333333333333333,0.1649915822768611,7.0,14.0,0.0,14.0,9.899494936611665,622656.0,600705.06,0.03525371553474149
declaration 110233_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.05,0.0,0.05,0.03535533905932738,1.5,3.0,0.0,3.0,2.1213203435596424,269954.0,547164.3,1.0268798110048378
declaration 110238_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3916666666666666,6.783333333333333,0.0,6.783333333333333,4.796540999048747,203.5,407.0,0.0,407.0,287.79245994292484,267490.0,589368.2,1.2033279281468465
declaration 110243_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21666666666666665,0.4333333333333333,0.0,0.4333333333333333,0.30641293851417056,13.0,26.0,0.0,26.0,18.384776310850235,260359.0,599592.4,1.3029446840708407
declaration 110248_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.25,24.5,0.0,24.5,17.324116139070416,735.0,1470.0,0.0,1470.0,1039.4469683442248,1465913.0,1086836.1,0.25859438793434536
declaration 110258_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.033333333333333,6.066666666666666,0.0,6.066666666666666,4.289781139198388,182.0,364.0,0.0,364.0,257.3868683519033,198329.0,652570.2,2.2903417427607664
declaration 110264_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10053.225,20106.45,0.0,20106.45,14217.407140588259,603193.5,1206387.0,0.0,1206387.0,853044.4284352955,544992.0,707795.25,0.29872594460102164
declaration 110269_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.558333333333333,5.116666666666666,0.0,5.116666666666666,3.618029697071168,153.5,307.0,0.0,307.0,217.08178182427008,540386.0,674413.5,0.24802178442816802
declaration 110275_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.05,0.0,0.05,0.03535533905932738,1.5,3.0,0.0,3.0,2.1213203435596424,799178.0,611827.44,0.23442907900367627
declaration 110281_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8333333333333335,5.666666666666667,0.0,5.666666666666667,4.006938426723769,170.0,340.0,0.0,340.0,240.41630560342617,1749071.0,642091.25,0.6328958344172421
declaration 110287_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42433.308333333334,84866.61666666667,0.0,84866.61666666667,60009.76014135928,2545998.5,5091997.0,0.0,5091997.0,3600585.6084815566,880442.0,707063.56,0.19692204313288098
declaration 110292_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583333333333333,0.1166666666666666,0.0,0.1166666666666666,0.08249579113843049,3.5,7.0,0.0,7.0,4.949747468305833,531311.0,647744.3,0.21914342541374074
declaration 110297_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04166666666666665,0.0833333333333333,0.0,0.0833333333333333,0.05892556509887894,2.5,5.0,0.0,5.0,3.5355339059327378,783139.0,676513.94,0.13615087806889964
declaration 110303_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04166666666666665,0.0833333333333333,0.0,0.0833333333333333,0.05892556509887894,2.5,5.0,0.0,5.0,3.5355339059327378,515424.0,631384.4,0.22498054999379152
declaration 110308_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1078.3083333333334,2156.616666666667,0.0,2156.616666666667,1524.9582694199282,64698.5,129397.0,0.0,129397.0,91497.49616519568,632917.0,645936.44,0.020570528995113104
declaration 110313_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.0166666666666666,2.033333333333333,0.0,2.033333333333333,1.4377837884126465,61.0,122.0,0.0,122.0,86.2670273047588,492098.0,668837.56,0.359155214002089
declaration 110318_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.05,0.1,0.0,0.1,0.07071067811865477,3.0,6.0,0.0,6.0,4.242640687119285,458754.0,717745.2,0.5645535243289432
declaration 110324_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.6166666666666667,3.2333333333333334,0.0,3.2333333333333334,2.2863119258365034,97.0,194.0,0.0,194.0,137.17871555019022,458035.0,661428.0,0.4440555852718679
declaration 110329_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.4583333333333333,2.9166666666666665,0.0,2.9166666666666665,2.0623947784607632,87.5,175.0,0.0,175.0,123.74368670764582,456281.0,1507545.4,2.3039845511866592
declaration 110334_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4916666666666667,6.983333333333333,0.0,6.983333333333333,4.937962355286057,209.5,419.0,0.0,419.0,296.2777413171634,454413.0,680204.4,0.49688581752722744
declaration 110343_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44166666666666665,0.8833333333333333,0.0,0.8833333333333333,0.6246109900481169,26.5,53.0,0.0,53.0,37.476659402887016,535636.0,699424.75,0.30578368518919563
declaration 110348_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.05,0.0,0.05,0.03535533905932738,1.5,3.0,0.0,3.0,2.1213203435596424,532429.0,688499.44,0.29312910735515907
declaration 110353_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225,2.45,0.0,2.45,1.7324116139070416,73.5,147.0,0.0,147.0,103.94469683442249,532160.0,705458.06,0.32565029784275407
declaration 110358_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.05,0.0,0.05,0.03535533905932738,1.5,3.0,0.0,3.0,2.1213203435596424,13220780.0,4521375.5,0.6580099283098274
declaration 110366_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6833333333333333,1.3666666666666667,0.0,1.3666666666666667,0.966379267621615,41.0,82.0,0.0,82.0,57.982756057296896,525065.0,692993.4,0.319823974174626
declaration 110371_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,4.3,0.0,4.3,3.040559159102154,129.0,258.0,0.0,258.0,182.43354954612926,522803.0,728305.5,0.393078272312898
declaration 110376_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.0666666666666666,0.0,0.0666666666666666,0.04714045207910312,2.0,4.0,0.0,4.0,2.8284271247461903,519463.0,700942.5,0.349359819659918
declaration 110382_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06666666666666665,0.1333333333333333,0.0,0.1333333333333333,0.09428090415820632,4.0,8.0,0.0,8.0,5.656854249492381,1121104.0,717154.56,0.36031397399349213
declaration 110387_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.025,0.05,0.0,0.05,0.03535533905932738,1.5,3.0,0.0,3.0,2.1213203435596424,2314637.0,704835.5,0.695487672581057
declaration 110392_2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740.6,1481.2,0.0,1481.2,1047.366564293514,44436.0,88872.0,0.0,88872.0,62841.993857610854,268556.0,563512.25,1.0983044504684312
