Case ID,Activity_Declaration APPROVED by ADMINISTRATION,Activity_Declaration APPROVED by BUDGET OWNER,Activity_Declaration APPROVED by PRE_APPROVER,Activity_Declaration FINAL_APPROVED by SUPERVISOR,Activity_Declaration REJECTED by EMPLOYEE,Activity_Declaration REJECTED by MISSING,Activity_Declaration REJECTED by PRE_APPROVER,Activity_Declaration REJECTED by SUPERVISOR,Activity_Declaration SAVED by EMPLOYEE,Activity_Declaration SUBMITTED by EMPLOYEE,Activity_Request Payment,Resource_STAFF MEMBER,Resource_SYSTEM,id_other,Role_ADMINISTRATION,Role_BUDGET OWNER,Role_EMPLOYEE,Role_MISSING,Role_PRE_APPROVER,Role_SUPERVISOR,Role_UNDEFINED,month_1,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_2,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,duration_mean,duration_max,duration_min,duration_sum,duration_std,elapsed_mean,elapsed_max,elapsed_min,elapsed_sum,elapsed_std,true_value,predicted_value,relative_error
declaration 104082_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,289.0083333333333,979.8333333333334,0.0,1156.0333333333333,467.9635253078156,19985.5,69362.0,0.0,79942.0,33292.50892217847,636305.0,380700.47,0.40170127729626515
declaration 104087_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,213.025,809.9666666666667,0.0,852.1,398.43960425733377,13420.75,51126.0,0.0,53683.0,25164.74636437517,647674.0,362866.9,0.4397383463748738
declaration 104092_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,270.31666666666666,1035.85,0.0,1081.2666666666667,510.8024563805899,16901.25,64876.0,0.0,67605.0,32008.915480690688,632896.0,362866.9,0.426656344407296
declaration 104097_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,250.19583333333335,982.7,0.0,1000.7833333333334,488.3906701976514,15309.75,60047.0,0.0,61239.0,29828.82891180946,636035.0,380818.9,0.40126108429567553
declaration 104102_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3645.9433333333336,9784.033333333333,0.0,18229.716666666667,4980.430574028938,553942.8,1093783.0,0.0,2769714.0,545976.3482397384,199069.0,210561.03,0.05772888420597883
declaration 104108_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4015.7266666666665,9539.133333333331,0.0,20078.63333333333,4929.870761175072,485670.8,1204718.0,0.0,2428354.0,505866.43609276944,429462.0,329716.75,0.23225628809999488
declaration 104114_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4014.809999999999,9536.133333333331,0.0,20074.049999999996,4929.291866761616,485502.2,1204443.0,0.0,2427511.0,505750.19045196613,429465.0,329716.75,0.232261651124073
declaration 104120_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4014.6466666666665,9532.783333333333,0.0,20073.233333333334,4927.802721568148,485511.6,1204394.0,0.0,2427558.0,505686.4205150263,429467.0,329716.75,0.23226522643183295
declaration 104126_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1961.65,6893.75,0.0,7846.6,3318.5832690349234,131995.25,470796.0,0.0,527981.0,227468.9817409178,207726.0,180037.5,0.13329337685219952
declaration 104131_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,253.9125,856.2333333333333,0.0,1015.65,408.16716241860007,28160.75,60939.0,0.0,112643.0,32648.35935005004,284246.0,228487.64,0.1961623360574995
declaration 104136_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,45.6,174.78333333333333,0.0,182.4,86.193177739824,2852.25,10944.0,0.0,11409.0,5398.726045713624,272851.0,239919.23,0.12069505196975638
declaration 104141_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,72.47499999999998,287.46666666666664,0.0,289.8999999999999,143.33125095386558,8667.0,17394.0,0.0,34668.0,10000.432823966505,264168.0,239105.2,0.0948744619900972
declaration 104146_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2258.563333333333,6911.0,0.0,11292.816666666666,2915.7110298347466,201955.6,677569.0,0.0,1009778.0,286827.79704345256,202129.0,219934.98,0.08809218061238121
declaration 104152_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2538.625,7695.183333333333,0.0,10154.5,3626.858101016279,189278.5,609270.0,0.0,757114.0,288489.32409883034,2675527.0,1411101.2,0.4725894188322525
declaration 104157_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,170.97083333333333,658.8666666666667,0.0,683.8833333333333,325.4737852489187,10635.75,41033.0,0.0,42543.0,20277.10908676744,155759.0,179974.48,0.1554676415167021
declaration 104162_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,408.4708333333333,1335.85,0.0,1633.8833333333332,634.0046463165123,44548.0,98033.0,0.0,178192.0,51952.52933849002,95048.0,164276.98,0.7283581387825099
declaration 104167_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,659.8708333333334,2541.516666666667,0.0,2639.4833333333336,1255.2108290800454,41103.0,158369.0,0.0,164412.0,78225.08513684511,372792.0,333001.4,0.10673671578252752
declaration 104172_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,659.075,2542.0666666666666,0.0,2636.3,1256.0653540366086,40987.5,158178.0,0.0,163950.0,78171.52230618685,372793.0,334416.03,0.10294444571115874
declaration 104177_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,119.25,284.8833333333333,0.0,477.0,142.66931916018115,10041.5,28620.0,0.0,40166.0,13523.431529509562,430708.0,241504.89,0.43928394498128664
declaration 104182_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1929.6066666666666,9450.283333333333,0.0,9648.033333333333,4204.761560464649,229892.6,578882.0,0.0,1149463.0,313999.30160081567,120444.0,192219.66,0.5959255442363256
declaration 104188_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1896.5666666666668,7141.3,0.0,7586.266666666667,3502.767356095167,220919.0,455176.0,0.0,883676.0,255321.494051454,243608.0,217369.64,0.10770729768726807
declaration 104193_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.875,137.7,0.0,147.5,67.25639374810397,2434.5,8850.0,0.0,9738.0,4283.732134482734,430737.0,230052.22,0.4659102451147684
declaration 104198_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2076.070833333333,7134.566666666667,0.0,8304.283333333333,3417.1060966840596,231584.75,498257.0,0.0,926339.0,268939.16686291096,200146.0,187613.25,0.0626180388316529
declaration 104203_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1465.4375,5755.983333333334,0.0,5861.75,2860.7599641488364,89561.0,351705.0,0.0,358244.0,174787.51395718555,284090.0,238579.02,0.16019917763736843
declaration 104208_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395.9916666666667,1400.7,0.0,1583.9666666666667,675.1457139703937,26543.5,95038.0,0.0,106174.0,45952.59691972443,267453.0,271367.6,0.014636566985601208
declaration 104213_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1370.55,5360.15,0.0,6852.75,2319.5648807421235,182011.8,411165.0,0.0,910059.0,211881.7325790499,206001.0,195939.72,0.048840934024592116
declaration 104228_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1701.4416666666666,5351.883333333333,0.0,6805.766666666666,2528.208119747909,123901.5,408346.0,0.0,495606.0,194035.84370333917,206919.0,194128.14,0.06181577996704024
declaration 104246_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2103.3333333333335,5609.616666666667,0.0,8413.333333333334,2685.287165449149,210345.75,504800.0,0.0,841383.0,252406.94538565428,102595.0,225424.72,1.1972290925483697
declaration 104251_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1677.4333333333336,5702.1,0.0,6709.7333333333345,2724.7977393846236,186186.0,402584.0,0.0,744744.0,216390.69866794182,204074.0,190216.77,0.06790298800925154
declaration 104256_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1072.79,4018.8166666666666,0.0,5363.95,1726.4213935994242,95267.0,321837.0,0.0,476335.0,132437.2477213265,284543.0,266271.22,0.0642144816424934
declaration 104262_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1670.479166666667,5535.35,0.0,6681.916666666668,2632.653762959535,183260.5,400915.0,0.0,733042.0,213464.7083782235,202102.0,194430.62,0.03795793708127579
declaration 104267_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1268.6958333333332,4592.616666666667,0.0,5074.783333333333,2227.2770021550314,145135.5,304487.0,0.0,580542.0,167853.2011064033,244130.0,238102.83,0.024688370437881458
declaration 104272_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1483.2208333333335,5740.783333333334,0.0,5932.883333333334,2839.8169617390054,91876.25,355973.0,0.0,367505.0,176148.27483756404,188155.0,183426.39,0.025131457442002604
declaration 104277_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,3,2,0,0,0,0,0,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1597.9966666666667,4779.55,0.0,7989.983333333334,2001.8539748054664,176320.8,479399.0,0.0,881604.0,220087.8505931211,196528.0,265822.78,0.35259495466294877
declaration 104283_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,3222.476666666667,9937.216666666667,0.0,16112.383333333335,4603.737217039604,312982.0,966743.0,0.0,1564910.0,447591.5792131259,279323.0,267224.22,0.04331466169989582
declaration 104289_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2070.9866666666667,7222.2,0.0,10354.933333333334,3111.111932059911,332155.0,621296.0,0.0,1660775.0,311237.0827255326,357966.0,277656.56,0.22434934463049563
declaration 104305_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14437.729166666668,57464.25,0.0,57750.91666666667,28684.66515415825,1728231.0,3465055.0,0.0,6912924.0,1995597.5685388073,525628.0,282791.72,0.4619926663914403
declaration 104310_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3431.1833333333334,9778.166666666666,0.0,17155.916666666668,4617.442813608463,490103.8,1029355.0,0.0,2450519.0,510027.81615780527,191493.0,237106.88,0.23820126584261567
declaration 104326_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1657.4466666666667,6717.35,0.0,8287.233333333334,2893.0193014920515,262221.2,497234.0,0.0,1311106.0,242209.10238614073,110119.0,203403.12,0.8471210690253271
declaration 104332_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1368.1133333333332,6664.116666666667,0.0,6840.566666666667,2961.5398838320207,244144.0,410434.0,0.0,1220720.0,222911.99645487903,196534.0,186909.22,0.04897260143283096
declaration 104338_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3103.1566666666668,9757.833333333334,0.0,15515.783333333335,4357.857150589547,431981.4,930947.0,0.0,2159907.0,463709.9945357012,193161.0,205903.03,0.06596585879137093
declaration 104344_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2816.1766666666667,9747.4,0.0,14080.883333333333,4249.1850039089195,384342.6,844853.0,0.0,1921713.0,426031.4235145103,202920.0,200361.66,0.012607647102306328
declaration 104350_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,2,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,809.78,1547.7333333333331,0.0,4048.8999999999996,751.1987866995585,99146.2,242934.0,0.0,495731.0,107385.75122054135,379916.0,308293.56,0.18852177191800293
declaration 104356_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1319.0708333333332,4325.466666666666,0.0,5276.283333333333,2053.3501007781747,93447.5,316577.0,0.0,373790.0,151157.61222534135,283076.0,263300.0,0.06986109737314361
declaration 104361_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2199.7250000000004,5975.6,0.0,8798.900000000001,2846.7743586674846,174363.0,527934.0,0.0,697452.0,248864.20800910683,279330.0,224433.0,0.1965309848566212
declaration 104368_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2021.6133333333335,7204.3,0.0,10108.066666666668,3135.934243956124,275036.2,606484.0,0.0,1375181.0,307595.8624578686,199512.0,254509.0,0.27565760455511445
declaration 104374_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,52.7125,178.23333333333332,0.0,210.85,84.96145681141842,5865.25,12651.0,0.0,23461.0,6783.60864510918,186379.0,176612.58,0.05240087067212508
declaration 104379_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,37.05416666666667,119.0,0.0,148.21666666666667,55.948195904783205,2698.5,8893.0,0.0,10794.0,4205.2646765691225,189941.0,179688.28,0.05397843935748469
declaration 104384_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,2603.576666666667,5215.0,0.0,13017.883333333335,2571.585464142479,284461.0,781073.0,0.0,1422305.0,339083.5140853946,367431.0,285188.5,0.22383114108499283
declaration 104390_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,2602.1833333333334,5192.7,0.0,13010.916666666666,2566.8188959185345,284448.0,780655.0,0.0,1422240.0,338822.0022504442,367433.0,314935.44,0.14287655844739042
declaration 104396_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2556.5433333333335,7289.083333333333,0.0,12782.716666666667,2980.9238179491713,305871.0,766963.0,0.0,1529355.0,355914.03231187724,378480.0,279808.84,0.2607037525100402
declaration 104402_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,531.78,1425.8333333333333,0.0,2658.9,653.2046343689786,54111.0,159534.0,0.0,270555.0,71805.12181244454,378923.0,344449.03,0.09097882353406893
declaration 104408_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,603.1333333333333,1346.4666666666667,0.0,2412.5333333333333,652.9344741952232,78277.25,144752.0,0.0,313109.0,59550.70875242936,382425.0,311662.5,0.1850362816238478
declaration 104413_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,425.65416666666664,1166.1,0.0,1702.6166666666666,523.8184392436626,62317.0,102157.0,0.0,249268.0,43775.98608826533,422155.0,227913.52,0.4601188766566782
declaration 104422_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,835.9,2336.7833333333333,0.0,4179.5,1147.4808177409038,106555.2,250770.0,0.0,532776.0,107096.6601239273,266137.0,291386.06,0.09487242472861722
declaration 104428_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3138.4833333333336,8249.133333333333,0.0,12553.933333333334,3607.2100621404634,479305.75,753236.0,0.0,1917223.0,337152.37405301386,354637.0,276400.7,0.220609559916196
declaration 104433_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1683.2624999999998,4134.566666666667,0.0,6733.049999999999,2042.0487584583518,163033.75,403983.0,0.0,652135.0,198697.6866353758,283307.0,328655.2,0.1600673033140727
declaration 104438_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1490.4083333333333,3372.4333333333334,0.0,5961.633333333333,1750.395194398703,140013.0,357698.0,0.0,560052.0,173665.2153272689,283308.0,219808.23,0.22413686032515848
declaration 104443_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,117.68333333333334,462.23333333333335,0.0,470.73333333333335,229.7343332827919,13996.0,28244.0,0.0,55984.0,16160.78226241952,264161.0,234229.45,0.11330797080189733
declaration 104448_4,1,0,0,1,0,0,0,0,0,1,1,3,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,424.5375,1543.9666666666667,0.0,1698.15,749.8114272040276,27786.25,101889.0,0.0,111145.0,49593.83896799413,189961.0,181751.11,0.04321882188975632
declaration 104453_5,1,1,0,1,0,0,0,0,0,1,1,4,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2578.45,8667.833333333334,0.0,12892.25,3826.6839059571034,207144.2,773535.0,0.0,1035721.0,334712.57017133373,120920.0,275572.7,1.2789669823023486
