Case ID,Activity_Declaration APPROVED by ADMINISTRATION,Activity_Declaration APPROVED by BUDGET OWNER,Activity_Declaration APPROVED by PRE_APPROVER,Activity_Declaration FINAL_APPROVED by SUPERVISOR,Activity_Declaration REJECTED by MISSING,Activity_Declaration REJECTED by SUPERVISOR,Activity_Declaration SUBMITTED by EMPLOYEE,Activity_Payment Handled,Resource_STAFF MEMBER,Resource_SYSTEM,id_other,Role_ADMINISTRATION,Role_BUDGET OWNER,Role_EMPLOYEE,Role_MISSING,Role_PRE_APPROVER,Role_SUPERVISOR,Role_UNDEFINED,month_1,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_2,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,duration_mean,duration_max,duration_min,duration_sum,duration_std,elapsed_mean,elapsed_max,elapsed_min,elapsed_sum,elapsed_std,true_value,predicted_value,relative_error
declaration 110633_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,359.9833333333334,1077.0166666666669,0.0,1079.9500000000003,620.9708140842407,21657.666666666668,64797.0,0.0,64973.0,37359.86220977445,725413.0,448335.72,0.38195797600814985
declaration 110638_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,412.0444444444444,1234.85,0.0,1236.1333333333332,712.5708023950504,24748.333333333332,74168.0,0.0,74245.0,42798.70409642485,712292.0,440582.06,0.38145863985556483
declaration 110643_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,776.4000000000001,1177.9333333333334,0.0,2329.2000000000003,672.5143104631885,70142.66666666667,139752.0,0.0,210428.0,69877.52649695991,635864.0,478372.25,0.24768150107570172
declaration 110648_4,1,1,0,1,0,0,1,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3165.6625,11114.666666666666,0.0,12662.65,5348.711599281799,356856.75,759759.0,0.0,1427427.0,413562.37913634826,618315.0,493498.2,0.20186605937103255
declaration 110654_4,1,1,0,1,0,0,1,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2948.7708333333335,10250.35,0.0,11795.083333333334,4921.478774499309,330798.5,707705.0,0.0,1323194.0,383698.90382824914,359080.0,542118.4,0.5097426061044893
declaration 110660_4,1,1,0,1,0,0,1,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2179.9,7273.833333333333,0.0,8719.6,3462.7170424554056,174063.75,523176.0,0.0,696255.0,236289.81225375898,196524.0,413633.06,1.10474579440679
declaration 110666_4,1,1,0,1,0,0,1,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4616.075,10094.433333333332,0.0,18464.3,5376.343085832049,428389.0,1107858.0,0.0,1713556.0,535453.5436618194,203964.0,415993.1,1.039541751240415
declaration 110672_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.15,32.63333333333333,0.0,42.45,16.742668378858983,1045.3333333333333,2547.0,0.0,3136.0,1333.4100394602303,695062.0,443202.53,0.36235539959025237
declaration 110677_4,1,1,0,1,0,0,1,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2041.6875,7019.183333333333,0.0,8166.75,3360.861764774222,139884.5,490005.0,0.0,559538.0,235637.81602351804,545636.0,400100.1,0.266727096910761
declaration 110683_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,297.25,888.9166666666666,0.0,891.75,512.4003222850057,17891.666666666668,53505.0,0.0,53675.0,30842.16850893162,621445.0,494954.62,0.2035423488804319
declaration 110688_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,113.84444444444443,341.46666666666664,0.0,341.5333333333333,197.12662972857862,6832.0,20492.0,0.0,20496.0,11829.907184758467,618783.0,490572.8,0.20719733331394044
declaration 110693_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,70.18888888888888,143.46666666666667,0.0,210.56666666666666,71.78319467004124,5553.333333333333,12634.0,0.0,16660.0,6453.994835242226,621484.0,523605.03,0.15749233890172554
declaration 110698_4,1,1,0,1,0,0,1,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4242.341666666667,9778.716666666667,0.0,16969.36666666667,5010.733810281684,362417.5,1018162.0,0.0,1449670.0,482150.6322374783,216923.0,440099.97,1.0288303626171498
declaration 110704_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2348.0499999999997,7041.066666666667,0.0,7044.15,4064.271946110944,140944.66666666666,422649.0,0.0,422834.0,243963.12655877598,550327.0,401859.28,0.2697809098045344
declaration 110709_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2319.572222222222,6954.133333333333,0.0,6958.716666666666,4013.648311848424,139266.0,417523.0,0.0,417798.0,240977.67000906952,206672.0,400885.47,0.9397183399299373
declaration 110723_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2277.933333333333,6831.966666666666,0.0,6833.799999999999,3943.9086628763484,136712.66666666666,410028.0,0.0,410138.0,236698.02830047687,543846.0,384777.25,0.29248859052011045
declaration 110728_4,1,1,0,1,0,0,1,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2035.3166666666666,6562.95,0.0,8141.266666666666,3108.1165101320694,220679.25,488476.0,0.0,882717.0,257587.92865010194,449311.0,425212.53,0.053634272808811716
declaration 110734_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1822.8388888888892,5452.983333333334,0.0,5468.516666666667,3143.806901951718,109681.0,328111.0,0.0,329043.0,189166.5029306193,543337.0,427359.06,0.21345488619401956
declaration 110739_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1818.7166666666665,5455.766666666666,0.0,5456.15,3149.777700665733,109130.66666666667,327369.0,0.0,327392.0,188999.94109611074,2616930.0,497578.5,0.8098617463974963
declaration 110744_4,1,1,0,1,0,0,1,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3855.8416666666667,8372.166666666666,0.0,15423.366666666667,4484.830954853383,337120.0,925402.0,0.0,1348480.0,439984.5456467761,203990.0,412454.84,1.0219365839011716
declaration 110759_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2268.938888888889,6795.183333333333,0.0,6806.816666666667,3919.846988309526,136369.0,408409.0,0.0,409107.0,235593.8093435394,106138.0,413138.25,2.8924631140590553
declaration 110764_4,1,1,0,1,0,0,1,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,468.68333333333334,1819.7166666666667,0.0,1874.7333333333333,901.0595017759597,28948.25,112484.0,0.0,115793.0,55712.183612892666,257973.0,479089.12,0.857128943726669
declaration 110770_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,45.72222222222222,135.31666666666666,0.0,137.16666666666666,77.59657841349373,2780.3333333333335,8230.0,0.0,8341.0,4719.876093006397,798435.0,489262.88,0.3872226605797592
declaration 110775_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,166.23333333333332,498.65,0.0,498.7,287.88127906019406,9975.0,29922.0,0.0,29925.0,17274.60879441268,515117.0,519398.25,0.008311218616353177
declaration 110780_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9027.53888888889,27082.133333333335,0.0,27082.61666666667,15635.73744578189,541662.0,1624957.0,0.0,1624986.0,938160.9899047178,461740.0,460382.06,0.0029409137176766146
declaration 110785_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1842.1055555555556,5526.0,0.0,5526.316666666667,3190.346177678204,110532.66666666667,331579.0,0.0,331598.0,191431.74031579331,199081.0,346192.5,0.7389529889843832
declaration 110790_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424.0666666666666,4241.133333333333,0.0,4272.2,2439.700747587248,86065.33333333333,256332.0,0.0,258196.0,147458.20410317404,2088593.0,544702.4,0.739201282873207
declaration 110795_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,72.24444444444443,216.66666666666663,0.0,216.7333333333333,125.07331775728511,4336.0,13004.0,0.0,13008.0,7506.708466431875,269681.0,513068.22,0.9025004310648507
declaration 110800_4,1,1,0,1,0,0,1,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8155.5375,22834.383333333335,0.0,32622.15,10819.072139088925,831850.0,1957329.0,0.0,3327400.0,990003.8230138306,1080958.0,632067.2,0.4152712801977505
declaration 110806_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7582.1611111111115,12748.0,0.0,22746.483333333334,6708.713424435695,654899.3333333334,1364789.0,0.0,1964698.0,684054.2421477506,1921189.0,863354.94,0.550614261532832
declaration 110811_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,257.71666666666664,773.1166666666667,0.0,773.15,446.34949342166595,15463.666666666666,46389.0,0.0,46391.0,26782.12430583753,206880.0,406171.9,0.9633212792440062
declaration 110824_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7183.655555555554,21546.016666666663,0.0,21550.966666666664,12438.16982679094,431118.3333333333,1293058.0,0.0,1293355.0,746461.6626340119,717791.0,620758.2,0.13518254269000307
declaration 110838_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,418.31666666666666,1254.9166666666667,0.0,1254.95,724.5168529977601,25099.666666666668,75297.0,0.0,75299.0,43472.16588040367,717480.0,502411.16,0.2997558729860066
declaration 110851_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,441.47222222222234,1324.2666666666669,0.0,1324.416666666667,764.5224188874265,26491.333333333332,79465.0,0.0,79474.0,45876.54128564329,368029.0,578490.3,0.5718606753815596
declaration 110856_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6184.277777777778,18534.733333333337,0.0,18552.833333333336,10695.812088140614,371418.6666666667,1113170.0,0.0,1114256.0,642375.7274565512,111246.0,400182.25,2.5972731603832946
declaration 110861_4,1,1,0,1,0,0,1,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,6972.2666666666655,18148.516666666663,0.0,27889.066666666662,8751.515969639306,690609.75,1673344.0,0.0,2762439.0,832314.1189135966,130582.0,568353.94,3.3524677022866856
declaration 110867_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5657.083333333333,16965.483333333334,0.0,16971.25,9793.362100607284,339540.3333333333,1018275.0,0.0,1018621.0,587801.4892209218,455671.0,465981.75,0.022627619488622273
declaration 110872_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453.00555555555565,1358.5166666666669,0.0,1359.0166666666669,784.1956654810452,27190.333333333332,81541.0,0.0,81571.0,47069.060436058564,278306.0,488471.22,0.7551587775685756
declaration 110877_4,1,1,0,1,0,0,1,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,520.1791666666667,1461.2666666666669,0.0,2080.7166666666667,690.8917358204541,40559.5,124843.0,0.0,162238.0,58841.36969004036,203475.0,395642.25,0.9444268337633616
declaration 110883_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13.5,39.5,0.0,40.5,22.522211259110417,830.0,2430.0,0.0,2490.0,1385.9653675326813,1233241.0,455341.1,0.6307768767418533
declaration 110888_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,37.14444444444444,110.6,0.0,111.43333333333332,63.61574170433441,2245.3333333333335,6686.0,0.0,6736.0,3845.811401165342,278289.0,388424.44,0.39575921973200523
declaration 110893_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34.61666666666667,94.35,0.0,103.85,51.94820336963862,2267.0,6231.0,0.0,6801.0,3444.7346777364437,883061.0,477774.6,0.45895629662050524
declaration 110898_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,109.1111111111111,326.5,0.0,327.3333333333333,188.26476136114897,6563.333333333333,19640.0,0.0,19690.0,11324.75312460865,271682.0,552091.75,1.0321248739334958
declaration 110903_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,119.55555555555556,358.6166666666667,0.0,358.6666666666667,207.03299678857778,7174.333333333333,21520.0,0.0,21523.0,12423.711858109611,528565.0,554699.94,0.049445077710404586
declaration 110908_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1317.8222222222223,3952.4166666666665,0.0,3953.4666666666667,2281.625777959249,79090.33333333333,237208.0,0.0,237271.0,136933.91974355126,270975.0,429521.8,0.5850975643509548
declaration 110913_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,7662.538888888889,22985.216666666667,0.0,22987.61666666667,13269.828263817271,459800.3333333333,1379257.0,0.0,1379401.0,796272.8342674597,1930410.0,743862.94,0.6146606485150823
declaration 110918_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,861.1388888888888,2575.4166666666665,0.0,2583.4166666666665,1484.6134933163705,51828.333333333336,155005.0,0.0,155485.0,89353.93672543664,368670.0,549849.5,0.491440854965145
declaration 110923_4,1,1,0,1,0,0,1,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1375.7458333333334,3016.516666666667,0.0,5502.983333333334,1600.7147923821176,119915.25,330179.0,0.0,479661.0,156797.79876298222,878775.0,549068.75,0.3751884725896845
declaration 110929_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.1111111111111,1452.6,0.0,1458.3333333333333,837.0088392824995,29281.333333333332,87500.0,0.0,87844.0,50419.137689307354,1050914.0,572603.44,0.45513768253158676
declaration 110934_4,1,1,0,1,0,0,1,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,665.1666666666667,1351.5166666666669,0.0,2660.666666666667,768.2251624264759,60184.75,159640.0,0.0,240739.0,76534.33240655246,286553.0,480759.03,0.6777316281804762
declaration 110940_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,556.1333333333333,1667.7333333333331,0.0,1668.3999999999999,962.6738965564149,33381.333333333336,100104.0,0.0,100144.0,57783.52780276861,1500418.0,572151.8,0.6186717218135213
declaration 110945_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,548.3833333333333,1644.8166666666666,0.0,1645.1499999999999,949.539134849697,32909.666666666664,98709.0,0.0,98729.0,56983.895096187785,1501046.0,715088.2,0.5236067465620641
declaration 110950_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6177.738888888889,18530.133333333335,0.0,18533.216666666667,10697.48749754318,370726.0,1111993.0,0.0,1112178.0,641956.0596512817,111176.0,422908.88,2.8039583633158234
declaration 110955_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,311.0444444444444,932.4833333333332,0.0,933.1333333333332,538.1819628086698,18675.666666666668,55988.0,0.0,56027.0,32313.434424915795,1501161.0,625194.0,0.583526350604632
declaration 110960_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6.888888888888889,20.533333333333335,0.0,20.666666666666668,11.816623569894771,416.0,1240.0,0.0,1248.0,713.616143315158,541739.0,505804.53,0.06633169985915727
declaration 110965_4,1,1,0,1,0,0,1,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4137.625,11095.533333333333,0.0,16550.5,5303.684669843186,330082.75,993030.0,0.0,1320331.0,468121.80548896675,2549718.0,1063030.1,0.5830793346558325
declaration 110971_4,1,1,0,1,0,0,1,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5939.85,14027.716666666667,0.0,23759.4,7079.198818879311,566822.25,1425564.0,0.0,2267289.0,696546.6379008061,130582.0,547719.5,3.1944486989018395
declaration 110977_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,539.9722222222223,1619.7666666666669,0.0,1619.916666666667,935.1294227617989,32401.333333333332,97195.0,0.0,97204.0,56112.961518113916,527610.0,516578.8,0.02090784386194348
declaration 110982_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443.8111111111111,4331.3,0.0,4331.433333333333,2500.638731811742,86631.33333333333,259886.0,0.0,259894.0,150042.9427108564,271460.0,417556.16,0.5381866803580638
declaration 110987_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442.8333333333333,4328.483333333334,0.0,4328.5,2499.0462064444596,86570.33333333333,259710.0,0.0,259711.0,149943.34973693677,271420.0,430888.06,0.5875324681305726
declaration 110992_3,1,0,0,1,0,0,1,0,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8097.172222222223,22967.233333333337,0.0,24291.51666666667,12894.86214245311,945175.0,1457491.0,0.0,2835525.0,819509.1147638323,379477.0,440379.53,0.16049070497026172
declaration 111005_4,1,1,0,1,0,0,1,0,4,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1905.2208333333335,7585.35,0.0,7620.883333333334,3786.7894616820836,114848.0,457253.0,0.0,459392.0,228272.20524774073,174568.0,420124.56,1.4066527800054993
