Case ID,Activity_Declaration APPROVED by ADMINISTRATION,Activity_Declaration APPROVED by BUDGET OWNER,Activity_Declaration APPROVED by PRE_APPROVER,Activity_Declaration FINAL_APPROVED by SUPERVISOR,Activity_Declaration REJECTED by ADMINISTRATION,Activity_Declaration REJECTED by EMPLOYEE,Activity_Declaration REJECTED by MISSING,Activity_Declaration REJECTED by PRE_APPROVER,Activity_Declaration REJECTED by SUPERVISOR,Activity_Declaration SUBMITTED by EMPLOYEE,Resource_STAFF MEMBER,id_other,Role_ADMINISTRATION,Role_BUDGET OWNER,Role_EMPLOYEE,Role_MISSING,Role_PRE_APPROVER,Role_SUPERVISOR,month_1,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_2,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,duration_mean,duration_max,duration_min,duration_sum,duration_std,elapsed_mean,elapsed_max,elapsed_min,elapsed_sum,elapsed_std,true_value,predicted_value,relative_error
declaration 113958_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1237.8458333333333,3614.7833333333338,0.0,4951.383333333333,1702.757322609148,94466.5,297083.0,0.0,377866.0,140231.20597189962,768017.0,483084.34,0.37099785063351465
declaration 113964_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13.166666666666666,39.35,0.0,39.5,22.675555855002393,793.0,2370.0,0.0,2379.0,1365.729475408655,454073.0,486825.72,0.07213095416375781
declaration 113969_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,4235.754166666667,9858.983333333334,0.0,16943.016666666666,4136.794502957462,403964.5,1016581.0,0.0,1615858.0,444111.9218954459,303324.0,388870.9,0.2820314457477813
declaration 113975_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.383333333333326,94.08333333333331,0.0,94.14999999999998,54.29980304854807,1884.3333333333333,5649.0,0.0,5653.0,3260.29758355481,445752.0,473308.75,0.06182081067499417
declaration 113980_6,1,0,0,1,1,1,0,0,0,2,6,6,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3346.538888888889,10053.0,0.0,20079.233333333334,4585.089005735715,659529.8333333334,1204754.0,0.0,3957179.0,563188.082602044,110474.0,488827.78,3.424821960370766
declaration 113988_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,271.00555555555553,812.9666666666667,0.0,813.0166666666667,469.35209075127455,16261.333333333334,48781.0,0.0,48784.0,28162.85749588158,640568.0,499007.12,0.2209927361341809
declaration 113993_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,718.4555555555556,2155.0,0.0,2155.366666666667,1244.083996062669,43114.666666666664,129322.0,0.0,129344.0,74657.74146954443,886116.0,476059.47,0.4627571686438344
declaration 113998_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,41.77222222222222,124.56666666666666,0.0,125.31666666666666,71.70307279432416,2521.3333333333335,7519.0,0.0,7564.0,4328.164776592191,624951.0,505371.0,0.19134300129130125
declaration 114003_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,428.17777777777775,1251.25,0.0,1284.5333333333333,712.9956923536179,26356.333333333332,77072.0,0.0,79069.0,43932.404172015595,546022.0,500115.72,0.08407405058770526
declaration 114008_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.6222222222222,1477.75,0.0,1477.8666666666666,853.1456835235203,29559.666666666668,88672.0,0.0,88679.0,51192.7824632861,534118.0,486953.03,0.0883043985598688
declaration 114013_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2770.3875,9782.483333333334,0.0,11081.55,4714.649532699175,185712.75,664893.0,0.0,742851.0,321559.2567116,562547.0,523022.62,0.07025968496854484
declaration 114019_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2461.0208333333335,7036.35,0.0,9844.083333333334,3324.1485962399843,253298.5,590645.0,0.0,1013194.0,300340.48605818476,376834.0,434999.1,0.15435203232723163
declaration 114025_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487.67222222222216,1462.9833333333331,0.0,1463.0166666666664,844.6441989798841,29261.0,87781.0,0.0,87783.0,50679.80663933121,533978.0,487534.9,0.08697566894141706
declaration 114030_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2542.55,7033.05,0.0,10170.2,3337.950580182508,258151.75,610212.0,0.0,1032607.0,307697.34859043447,357129.0,459068.2,0.285440800103044
declaration 114036_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2459.8791666666666,7029.433333333333,0.0,9839.516666666666,3320.5321757038073,253182.25,590371.0,0.0,1012729.0,300149.5906159405,376858.0,435745.66,0.15625953608520982
declaration 114042_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.5666666666666,1455.3333333333333,0.0,1456.6999999999998,839.842847071866,29161.333333333332,87402.0,0.0,87484.0,50437.913530729376,533940.0,488769.84,0.08459781295651196
declaration 114047_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1894.2666666666664,5681.4,0.0,5682.799999999999,3279.753748886238,113684.0,340968.0,0.0,341052.0,196833.7223546819,625811.0,409832.12,0.34511837439738197
declaration 114052_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1779.0833333333333,5650.9,0.0,7116.333333333333,2668.813633849734,192046.5,426980.0,0.0,768186.0,223959.86428152703,539693.0,441803.94,0.18137915907747554
declaration 114058_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1719.0583333333334,5758.75,0.0,6876.233333333334,2744.155933389948,119906.75,412574.0,0.0,479627.0,197654.8836657386,202461.0,462218.66,1.2830009545048182
declaration 114064_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,342.86666666666673,1028.45,0.0,1028.6000000000001,593.7325878148624,20575.0,61716.0,0.0,61725.0,35629.151421273,548330.0,501181.38,0.0859858570568818
declaration 114069_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,341.73333333333335,1025.15,0.0,1025.2,591.856195231015,20505.0,61512.0,0.0,61515.0,35513.10376466692,548430.0,494019.56,0.09921127126524808
declaration 114074_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2204.838888888889,6614.266666666666,0.0,6614.516666666666,3818.6764737541857,132295.33333333334,396871.0,0.0,396886.0,229129.24867928436,199669.0,408819.66,1.0474868720231985
declaration 114079_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1363.2916666666665,5287.833333333333,0.0,5453.166666666666,2617.5199621616666,84278.75,327190.0,0.0,337115.0,162008.30402456742,205916.0,426408.1,1.0707866010897649
declaration 114085_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5528.655555555556,15574.566666666668,0.0,16585.966666666667,8714.699078525848,643210.6666666666,995158.0,0.0,1929632.0,557862.535262347,549912.0,454078.8,0.17427004229767673
declaration 114090_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,19457.761111111107,32972.2,0.0,58373.283333333326,17270.894663794064,1826909.6666666667,3502397.0,0.0,5480729.0,1756101.5712869042,461627.0,497145.7,0.07694239613367503
declaration 114095_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1779.3055555555557,5337.866666666667,0.0,5337.916666666667,3081.8043232430027,106759.33333333333,320275.0,0.0,320278.0,184909.99144538766,265616.0,389305.06,0.46566871912836577
declaration 114100_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1515.9722222222224,4547.566666666667,0.0,4547.916666666667,2625.4378086930215,90965.33333333333,272875.0,0.0,272896.0,157538.39287720734,270295.0,382215.25,0.41406703786603527
declaration 114105_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1398.9666666666667,4382.116666666667,0.0,5595.866666666667,2068.3530885886175,149836.75,335752.0,0.0,599347.0,175339.3515241706,204813.0,396920.7,0.9379662789959622
declaration 114116_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1416.3666666666668,4362.166666666667,0.0,5665.466666666667,2057.6733831360766,150422.0,339928.0,0.0,601688.0,176592.16488659213,804047.0,401465.94,0.5006934451593004
declaration 114122_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40.87777777777777,114.36666666666666,0.0,122.63333333333333,63.77732384662308,2618.0,7358.0,0.0,7854.0,4112.445014829986,272436.0,473380.1,0.737582748792377
declaration 114127_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,428.4833333333333,1285.3666666666666,0.0,1285.4499999999998,742.0827359159114,25710.666666666668,77127.0,0.0,77132.0,44527.85090629609,455056.0,456317.22,0.0027715682245701627
declaration 114132_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.4458333333333,1577.8333333333333,0.0,1585.7833333333333,787.6003055901773,23907.25,95147.0,0.0,95629.0,47493.69345063967,91293.0,448572.4,3.9135465616202776
declaration 114138_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,552.7,1653.6666666666667,0.0,1658.1000000000001,953.4676787623399,33250.666666666664,99486.0,0.0,99752.0,57361.6354834251,354589.0,546569.3,0.541416435648032
declaration 114143_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,551.1055555555555,1653.2833333333333,0.0,1653.3166666666666,954.5139551877428,33067.0,99199.0,0.0,99201.0,57271.992011802766,613780.0,557338.6,0.09195701228453192
declaration 114148_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,99.85555555555555,284.3,0.0,299.56666666666666,159.91586097880534,6296.666666666667,17974.0,0.0,18890.0,10123.233146249933,612783.0,497030.9,0.18889573266556023
declaration 114153_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,95.0111111111111,283.56666666666666,0.0,285.0333333333333,163.29554778353855,5730.0,17102.0,0.0,17190.0,9848.539181015629,612472.0,501261.72,0.18157610674447158
declaration 114158_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,94.13888888888887,280.46666666666664,0.0,282.41666666666663,161.36753454057512,5687.333333333333,16945.0,0.0,17062.0,9749.600829435703,612482.0,498847.78,0.18553070743303476
declaration 114163_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1773.4375,6810.0,0.0,7093.75,3360.369251490934,110663.75,425625.0,0.0,442655.0,210127.44467643916,549393.0,415429.88,0.24383842713685833
declaration 114169_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2422.4958333333334,9472.916666666666,0.0,9689.983333333334,4701.192685360201,148815.75,581399.0,0.0,595263.0,288450.2369472361,4623357.0,1082898.6,0.7657765504588981
declaration 114179_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,3,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1463.5208333333335,5829.166666666667,0.0,5854.083333333334,2910.4461222044006,88234.25,351245.0,0.0,352937.0,175341.754265539,263394.0,415146.56,0.576142822159958
declaration 114185_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,16.55,49.6,0.0,49.65,28.622150513195194,994.0,2979.0,0.0,2982.0,1719.0610809392433,544469.0,481246.6,0.11611754985132303
declaration 114190_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,16.455555555555556,49.333333333333336,0.0,49.36666666666667,28.472995653451736,988.0,2962.0,0.0,2964.0,1709.5344395477969,544396.0,481246.6,0.11599902690321016
declaration 114204_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4393.88888888889,13181.616666666669,0.0,13181.666666666668,7610.395497138791,263634.3333333333,790900.0,0.0,790903.0,456625.461879135,525105.0,479346.6,0.08714144075946716
declaration 114209_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4389.527777777777,13168.533333333333,0.0,13168.583333333332,7602.8418311169335,263372.6666666667,790115.0,0.0,790118.0,456172.2419178235,784360.0,469042.28,0.4020063730302412
declaration 114214_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4389.1611111111115,13165.816666666668,0.0,13167.483333333334,7600.806717059223,263383.0,790049.0,0.0,790149.0,456106.13805012533,784371.0,466122.1,0.40573772647127443
declaration 114219_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,277.4888888888889,827.75,0.0,832.4666666666667,476.54593643953893,16743.666666666668,49948.0,0.0,50231.0,28756.14432314133,282207.0,409694.47,0.45175161760693394
declaration 114224_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1491.6277777777777,4070.8166666666666,0.0,4474.883333333333,2242.7614588278675,170914.0,268493.0,0.0,512742.0,148511.41178710814,262391.0,393455.16,0.49949943500348715
declaration 114229_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.549999999999997,77.36666666666666,0.0,79.64999999999999,44.023330304636325,1638.6666666666667,4779.0,0.0,4916.0,2720.4709763813566,525158.0,492473.97,0.062236567375913536
declaration 114239_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1900.2166666666667,4110.95,0.0,7600.866666666667,2208.7630069624774,175678.25,456052.0,0.0,702713.0,220130.7936180594,668529.0,445981.72,0.33289099089194335
declaration 114261_6,1,0,0,1,1,1,0,0,0,2,6,6,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2219.786111111111,9006.216666666667,0.0,13318.716666666667,3728.87644510033,261883.0,799123.0,0.0,1571298.0,291814.578869528,440196.0,866421.9,0.9682638529200629
declaration 114269_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,43.81111111111111,110.51666666666668,0.0,131.43333333333334,58.70775155456555,3047.0,7886.0,0.0,9141.0,4237.41631185797,280896.0,377947.53,0.3455069892415698
declaration 114282_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2070.0111111111114,6207.8,0.0,6210.033333333334,3583.4304672622993,124245.33333333333,372602.0,0.0,372736.0,215083.1929680544,433631.0,402016.66,0.07290609700413485
declaration 114287_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2463.9666666666667,8730.166666666666,0.0,9855.866666666667,4210.220349032506,164862.0,591352.0,0.0,659448.0,286089.43846753007,200181.0,479568.8,1.3956759757419535
declaration 114293_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,829.5611111111111,2487.6,0.0,2488.6833333333334,1435.9039004068843,49795.333333333336,149321.0,0.0,149386.0,86191.7617892414,634441.0,614528.8,0.03138540463179397
declaration 114298_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,202.3166666666667,606.8666666666667,0.0,606.95,350.3505795786716,12140.666666666666,36417.0,0.0,36422.0,21023.921526045833,463489.0,449950.88,0.02920916138247078
declaration 114303_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,524.3083333333333,1534.4833333333331,0.0,2097.233333333333,723.1580576809531,39938.0,125834.0,0.0,159752.0,59425.35601912705,633172.0,484072.16,0.23548079155426963
declaration 114309_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,117.82777777777778,353.43333333333334,0.0,353.48333333333335,204.04039791541646,7070.666666666667,21209.0,0.0,21212.0,12244.155925719555,100199.0,416652.16,3.15824665166319
declaration 114314_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,117.55,352.6333333333333,0.0,352.65,203.58813884354308,7053.333333333333,21159.0,0.0,21160.0,12215.865680881292,100218.0,416652.16,3.1574583033985912
declaration 114319_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,292.7916666666667,1156.7166666666667,0.0,1171.1666666666667,575.9887666889449,34923.75,70270.0,0.0,139695.0,40321.63670929873,378289.0,483186.22,0.27729386461144784
declaration 114325_3,1,0,0,1,0,0,0,0,0,1,3,3,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,17051.03888888889,49763.1,0.0,51153.11666666667,28337.99998564125,2018324.3333333333,3069187.0,0.0,6054973.0,1748417.5038000315,638312.0,512799.03,0.19663263223940644
declaration 114330_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,27.1875,69.95,0.0,108.75,33.85861500689574,2213.75,6525.0,0.0,8855.0,3076.386232253681,625318.0,502223.5,0.19685104218973387
declaration 114336_4,1,1,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,21.058333333333334,70.63333333333334,0.0,84.23333333333333,33.646095200219335,1469.75,5054.0,0.0,5879.0,2419.93062917101,625318.0,529927.25,0.15254758378936797
