Case ID,Activity_Declaration APPROVED by ADMINISTRATION,Activity_Declaration APPROVED by PRE_APPROVER,Activity_Declaration FINAL_APPROVED by SUPERVISOR,Activity_Declaration REJECTED by EMPLOYEE,Activity_Declaration REJECTED by MISSING,Activity_Declaration REJECTED by SUPERVISOR,Activity_Declaration SAVED by EMPLOYEE,Activity_Declaration SUBMITTED by EMPLOYEE,Activity_Payment Handled,Activity_Request Payment,Resource_STAFF MEMBER,Resource_SYSTEM,id_other,Role_ADMINISTRATION,Role_EMPLOYEE,Role_MISSING,Role_PRE_APPROVER,Role_SUPERVISOR,Role_UNDEFINED,month_1,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_2,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,duration_mean,duration_max,duration_min,duration_sum,duration_std,elapsed_mean,elapsed_max,elapsed_min,elapsed_sum,elapsed_std,true_value,predicted_value,relative_error
declaration 103676_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2623.0566666666664,8636.683333333332,0.0,13115.283333333333,3867.958948197931,211698.6,786917.0,0.0,1058493.0,341823.2866318502,0.0,3381.3938,0.40515142569232265
declaration 103683_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4686.083333333333,18376.783333333333,0.0,18744.333333333332,9128.759717051746,286698.5,1124660.0,0.0,1146794.0,558737.3674518288,199876.0,206936.28,0.03532330670015409
declaration 103683_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4415.12,18376.783333333333,0.0,22075.6,7928.921497833458,494266.0,1324536.0,0.0,2471330.0,670493.7879067188,0.0,999.2298,0.11972559278256426
declaration 103688_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,328.6958333333333,1245.0333333333333,0.0,1314.7833333333333,611.7458459764516,20780.0,78887.0,0.0,83120.0,38787.63418926192,376457.0,330176.34,0.12293743043694233
declaration 103688_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1517.8133333333335,6274.283333333334,0.0,7589.0666666666675,2711.213174776807,107692.8,455344.0,0.0,538464.0,197224.5787007796,0.0,407.8803,0.04887135275084996
declaration 103693_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1832.6875,6763.983333333334,0.0,7330.75,3298.222053885413,211498.5,439845.0,0.0,845994.0,244518.78869662894,253263.0,235552.6,0.06992891282974616
declaration 103693_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2310.3599999999997,6763.983333333334,0.0,11551.8,3049.517441142669,307820.4,693108.0,0.0,1539102.0,302045.726037135,0.0,828.23566,0.09923743790298122
declaration 103698_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1783.6125000000002,6572.05,0.0,7134.450000000001,3203.279739619166,205598.5,428067.0,0.0,822394.0,237802.85203574266,253265.0,238607.39,0.05787459528557045
declaration 103698_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2271.1066666666666,6572.05,0.0,11355.533333333333,2980.604574639365,300745.2,681332.0,0.0,1503726.0,296103.22512883914,0.0,9.27659,0.0011115013596082002
declaration 103703_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1982.1666666666667,6439.483333333334,0.0,7928.666666666667,3051.5466829073684,215855.75,475720.0,0.0,863423.0,251483.60407307537,202937.0,198945.61,0.01966812668463612
declaration 103703_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2262.19,6439.483333333334,0.0,11310.95,2715.882582978833,308416.0,678657.0,0.0,1542080.0,300449.66589846625,0.0,0.0,0.0
declaration 103708_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2833.358333333333,11231.416666666666,0.0,11333.433333333332,5598.862672511994,171665.5,680006.0,0.0,686662.0,338904.9706240182,291385.0,315473.34,0.08266844123753797
declaration 103708_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3237.97,11231.416666666666,0.0,16189.849999999999,4932.443656368514,331610.6,971391.0,0.0,1658053.0,462660.36074565543,0.0,160.99521,0.019290104090610397
declaration 103719_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1744.2875000000001,6811.3,0.0,6977.150000000001,3378.8870348027817,107169.0,418629.0,0.0,428676.0,207692.4754005306,201264.0,187057.44,0.07058670452738691
declaration 103719_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2066.3100000000004,6811.3,0.0,10331.550000000001,3013.4947565907596,209713.8,619893.0,0.0,1048569.0,291426.32566173567,0.0,0.0,0.0
declaration 103724_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1743.6208333333334,6811.066666666667,0.0,6974.483333333334,3379.1527884459497,107089.75,418469.0,0.0,428359.0,207637.17633631185,201297.0,187057.44,0.07073906963342723
declaration 103724_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2065.8866666666668,6811.066666666667,0.0,10329.433333333334,3013.848289548873,209625.0,619766.0,0.0,1048125.0,291379.9670713483,0.0,0.0,0.0
declaration 103729_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1739.8833333333332,6798.216666666666,0.0,6959.533333333333,3373.064227545652,106827.25,417572.0,0.0,427309.0,207213.10786945082,202091.0,188281.6,0.06833261377300325
declaration 103729_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2065.5433333333335,6798.216666666666,0.0,10327.716666666667,3010.555412272146,209394.4,619663.0,0.0,1046972.0,291209.64158197097,0.0,0.0,0.0
declaration 103734_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2401.3791666666666,7020.366666666667,0.0,9605.516666666666,3311.5434260850666,249406.25,576331.0,0.0,997625.0,294845.6179453636,374664.0,280545.06,0.2512089165225375
declaration 103734_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3169.9833333333336,7020.366666666667,0.0,15849.916666666668,3343.426643762686,389724.0,950995.0,0.0,1948620.0,404531.59164829145,0.0,0.0,0.0
declaration 103739_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2354.8875,3896.733333333333,0.0,9419.55,1658.690208019736,299389.5,565173.0,0.0,1197558.0,241119.1635305387,362151.0,293710.2,0.18898418753503374
declaration 103739_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,2,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3091.08,6035.85,0.0,15455.4,2184.7967616958485,424976.4,927324.0,0.0,2124882.0,349948.83272315684,0.0,127.7036,0.015301173978248374
declaration 103744_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1406.0125,4250.5,0.0,5624.05,2003.7913237519317,148122.25,337443.0,0.0,592489.0,174309.45277173966,201376.0,189408.2,0.059430105250873985
declaration 103744_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1796.063333333333,4250.5,0.0,8980.316666666666,1942.185113416787,226261.6,538819.0,0.0,1131308.0,230903.9390878813,0.0,98.60155,0.011814228042320985
declaration 103749_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1058.6708333333333,3837.85,0.0,4234.683333333333,1862.2024509711014,121089.5,254081.0,0.0,484358.0,140157.7701556357,264994.0,250046.28,0.056407763005954854
declaration 103749_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1730.25,4416.566666666667,0.0,8651.25,2203.620058405159,200686.6,519075.0,0.0,1003433.0,215433.61400510368,0.0,0.0,0.0
declaration 103754_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1846.5875,4605.566666666667,0.0,7386.35,2258.0931644074208,179919.25,443181.0,0.0,719677.0,218579.43747811686,362152.0,260039.94,0.28195912903974024
declaration 103754_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2684.4433333333336,6035.866666666667,0.0,13422.216666666667,2708.182147051987,305002.0,805333.0,0.0,1525010.0,337729.476954559,0.0,0.0,0.0
declaration 103786_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2112.741666666667,8278.25,0.0,8450.966666666667,4111.143107018885,129357.5,507058.0,0.0,517430.0,251847.67617814807,635527.0,322348.72,0.4927851708109962
declaration 103786_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3808.6166666666672,10592.116666666669,0.0,19043.083333333336,5201.546242504884,332003.0,1142585.0,0.0,1660015.0,502888.0912772741,0.0,637.9436,0.0764370481087497
declaration 103801_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1356.8375,4031.05,0.0,5427.35,1900.3434412492586,141887.5,325641.0,0.0,567550.0,167354.56151636064,198988.0,184707.4,0.07176610524252719
declaration 103801_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1748.763333333333,4031.05,0.0,8743.816666666666,1864.5396724646125,218435.8,524629.0,0.0,1092179.0,224285.24942514612,0.0,0.0,0.0
declaration 103806_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1349.1458333333333,3943.4166666666665,0.0,5396.583333333333,1859.933910085049,140135.0,323795.0,0.0,560540.0,165637.1432277998,198961.0,187850.48,0.055842680852026275
declaration 103806_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1742.52,3943.4166666666665,0.0,8712.6,1835.2743084936014,216659.2,522756.0,0.0,1083296.0,223285.7213094917,0.0,108.07003,0.012948721568703851
declaration 103823_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,586.9958333333333,1452.7333333333331,0.0,2347.983333333333,714.9455462785389,48650.25,140879.0,0.0,194601.0,66495.12918189322,198994.0,225607.05,0.1337379361940561
declaration 103823_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1132.9099999999999,3316.5666666666666,0.0,5664.549999999999,1368.7482374214933,106894.8,339873.0,0.0,534474.0,142402.03536888087,0.0,533.1185,0.0638771303946127
declaration 103828_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,534.9291666666667,1449.4333333333334,0.0,2139.7166666666667,691.0576896611562,42450.75,128383.0,0.0,169803.0,60523.54331098491,199006.0,196505.61,0.012564398183974352
declaration 103828_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1091.2966666666666,3316.766666666667,0.0,5456.483333333334,1380.5413876849586,99438.4,327389.0,0.0,497192.0,137787.1029298461,0.0,27.06443,0.0032428025685138275
declaration 103839_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1747.1958333333334,6813.433333333333,0.0,6988.783333333334,3378.4310154812606,107526.0,419327.0,0.0,430104.0,207925.08843491366,201092.0,187057.44,0.0697917495474708
declaration 103839_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2068.0633333333335,6813.433333333333,0.0,10340.316666666668,3012.4951215820342,210104.6,620419.0,0.0,1050523.0,291610.146754704,0.0,0.0,0.0
declaration 103844_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1745.8625,6813.15,0.0,6983.45,3379.116609038056,107332.25,419007.0,0.0,429329.0,207838.42829527459,201117.0,187057.44,0.06990737978390688
declaration 103844_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2067.08,6813.15,0.0,10335.4,3013.25823729711,209890.6,620124.0,0.0,1049453.0,291528.1889985941,0.0,0.0,0.0
declaration 103849_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1745.2333333333333,6813.083333333333,0.0,6980.933333333333,3379.4698310643453,107253.0,418856.0,0.0,429012.0,207789.12143966215,201140.0,185408.8,0.07821021738590037
declaration 103849_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2066.653333333333,6813.083333333333,0.0,10333.266666666666,3013.663275202715,209801.6,619996.0,0.0,1049008.0,291484.67549993086,0.0,0.0,0.0
declaration 103854_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.05416666666667,200.3,0.0,368.2166666666667,106.17080872349047,8069.25,22093.0,0.0,32277.0,10474.84244511582,336945.0,313612.6,0.06924692828206384
declaration 103854_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196.7933333333335,5615.75,0.0,5983.966666666667,2471.982466019036,78263.0,359038.0,0.0,391315.0,157219.92379625427,0.0,7.8190236,0.0009368588077116435
declaration 103859_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.42083333333333,199.9,0.0,365.68333333333334,106.46125827684402,7972.5,21941.0,0.0,31890.0,10426.045415208971,336947.0,312415.4,0.07280549685855639
declaration 103859_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196.2933333333335,5615.783333333334,0.0,5981.466666666667,2472.289769811918,78155.6,358888.0,0.0,390778.0,157193.71630348335,0.0,7.8190236,0.0009368588077116435
declaration 103864_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.3291666666667,1213.65,0.0,1249.3166666666668,601.1147529220652,19275.5,74959.0,0.0,77102.0,37136.018854117,278242.0,278162.38,0.0002861717497717814
declaration 103864_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177.3366666666666,4637.366666666667,0.0,5886.683333333333,2003.0462013934343,86060.6,353201.0,0.0,430303.0,152759.81419306586,0.0,27.06443,0.0032428025685138275
declaration 103869_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408.1999999999998,5624.9,0.0,5632.799999999999,2811.1356773190964,84612.5,337968.0,0.0,338450.0,168903.8120144125,273941.0,248692.45,0.09216782765266973
declaration 103869_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2039.6966666666667,5624.9,0.0,10198.483333333334,2814.392127490016,190071.8,611909.0,0.0,950359.0,277497.19470149605,0.0,0.0,0.0
declaration 103876_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2408.275,7032.05,0.0,9633.1,3317.2693188519224,249995.75,577986.0,0.0,999983.0,295593.50415322615,373889.0,278594.03,0.25487502641158205
declaration 103876_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3172.916666666667,7032.05,0.0,15864.583333333334,3343.1409172155923,390371.6,951875.0,0.0,1951858.0,405041.4004633354,0.0,0.0,0.0
declaration 103892_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,69.3125,164.48333333333332,0.0,277.25,80.10308448192565,5942.0,16635.0,0.0,23768.0,7776.18616889625,275089.0,255890.8,0.06978906144920372
declaration 103892_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,972.4133333333333,4584.816666666667,0.0,4862.066666666667,2020.586042202718,63098.4,291724.0,0.0,315492.0,127982.89771801543,0.0,289.8652,0.03473103329228635
declaration 103903_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1133.1708333333333,4349.766666666666,0.0,4532.683333333333,2145.907198054482,198606.5,271961.0,0.0,794426.0,132501.04123993393,272846.0,243425.45,0.10782839724606555
declaration 103903_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1816.0233333333333,4547.433333333333,0.0,9080.116666666667,2405.2288790836055,267846.6,544807.0,0.0,1339233.0,192713.1331469135,0.0,0.0,0.0
declaration 103908_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,20.22083333333333,41.416666666666664,0.0,80.88333333333333,22.2589406714429,1895.0,4853.0,0.0,7580.0,2308.9237030847657,280194.0,252365.86,0.09931740374526221
declaration 103908_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,950.1566666666665,4669.9,0.0,4750.783333333333,2079.4890877128128,58525.4,285047.0,0.0,292627.0,126645.21059755873,0.0,289.8652,0.03473103329228635
declaration 103913_4,1,0,1,0,0,0,0,1,0,1,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1085.9291666666668,4313.733333333334,0.0,4343.716666666667,2151.915708901627,65606.0,260623.0,0.0,262424.0,130014.09614602051,279568.0,259160.61,0.07299616059420248
declaration 103913_5,1,0,1,0,0,0,0,1,1,1,3,2,5,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1800.6366666666668,4659.466666666666,0.0,9003.183333333334,2455.0132314194243,160523.0,540191.0,0.0,802615.0,240258.05572862693,0.0,404.12155,0.04842098628249124
